Date,Country,City,Specie,count,min,max,median,variance
2024-10-31,BR,São José dos Campos,wind-speed,96,1.0,10.2,3.6,63.69
2024-01-03,BR,São José dos Campos,wind-speed,96,1.5,6.6,3.0,12.54
2024-02-10,BR,São José dos Campos,wind-speed,96,1.0,7.2,3.0,32.64
2024-05-04,BR,São José dos Campos,wind-speed,57,0.5,3.0,1.5,3.77
2024-05-11,BR,São José dos Campos,wind-speed,54,0.5,5.1,1.5,19.47
2024-05-20,BR,São José dos Campos,wind-speed,84,1.0,5.4,2.5,5.6
2024-03-22,BR,São José dos Campos,wind-speed,57,0.5,4.6,2.0,15.55
2024-03-27,BR,São José dos Campos,wind-speed,64,0.5,3.0,1.5,5.64
2024-04-08,BR,São José dos Campos,wind-speed,54,1.0,3.6,2.0,5.6
2024-04-28,BR,São José dos Campos,wind-speed,57,0.5,4.1,2.0,11.82
2024-06-14,BR,São José dos Campos,wind-speed,84,0.2,4.1,1.0,7.24
2024-01-02,BR,São José dos Campos,wind-speed,96,1.5,8.2,3.3,38.39
2024-11-07,BR,São José dos Campos,wind-speed,96,1.0,5.6,2.0,14.0
2024-07-03,BR,São José dos Campos,wind-speed,96,0.5,3.8,1.5,8.6
2024-08-07,BR,São José dos Campos,wind-speed,92,1.0,5.1,2.0,10.71
2024-11-12,BR,São José dos Campos,wind-speed,86,1.0,9.2,3.0,36.71
2024-11-23,BR,São José dos Campos,wind-speed,96,1.0,9.7,3.6,65.87
2024-11-30,BR,São José dos Campos,wind-speed,26,0.2,5.6,2.0,31.01
2024-03-17,BR,São José dos Campos,wind-speed,68,0.5,6.1,2.0,23.74
2024-07-13,BR,São José dos Campos,wind-speed,92,0.5,5.1,2.0,19.72
2024-10-01,BR,São José dos Campos,wind-speed,96,0.5,6.1,3.0,25.34
2024-11-05,BR,São José dos Campos,wind-speed,96,1.0,4.6,3.0,8.76
2024-01-19,BR,São José dos Campos,wind-speed,96,0.5,5.6,4.1,22.09
2024-03-15,BR,São José dos Campos,wind-speed,84,0.5,4.1,1.5,14.2
2024-03-23,BR,São José dos Campos,wind-speed,54,0.5,5.8,3.0,26.14
2024-08-04,BR,São José dos Campos,wind-speed,96,2.0,5.6,3.0,11.44
2024-08-10,BR,São José dos Campos,wind-speed,96,0.5,4.1,2.0,9.7
2024-01-29,BR,São José dos Campos,wind-speed,96,0.5,7.2,2.5,31.68
2024-07-05,BR,São José dos Campos,wind-speed,84,0.5,3.0,1.5,5.54
2024-10-05,BR,São José dos Campos,wind-speed,96,2.0,8.2,3.0,12.87
2024-03-09,BR,São José dos Campos,wind-speed,96,0.5,6.1,3.0,25.53
2024-03-14,BR,São José dos Campos,wind-speed,92,0.5,5.1,2.0,10.15
2024-06-12,BR,São José dos Campos,wind-speed,77,0.2,3.6,1.0,8.38
2024-09-22,BR,São José dos Campos,wind-speed,72,0.5,7.2,2.0,19.96
2024-10-30,BR,São José dos Campos,wind-speed,96,1.0,10.2,2.5,69.3
2024-02-07,BR,São José dos Campos,wind-speed,92,1.0,4.6,2.0,8.19
2024-03-18,BR,São José dos Campos,wind-speed,76,0.5,5.1,1.5,14.68
2024-03-25,BR,São José dos Campos,wind-speed,66,0.5,4.6,1.5,16.28
2024-07-26,BR,São José dos Campos,wind-speed,96,0.5,4.6,1.5,9.27
2024-09-15,BR,São José dos Campos,wind-speed,43,1.5,10.8,3.6,45.22
2024-11-04,BR,São José dos Campos,wind-speed,96,1.5,4.1,2.5,5.58
2024-01-21,BR,São José dos Campos,wind-speed,96,1.0,6.3,3.0,21.77
2024-01-30,BR,São José dos Campos,wind-speed,88,0.5,5.1,2.5,31.0
2024-04-06,BR,São José dos Campos,wind-speed,38,1.0,6.6,2.5,37.08
2024-06-08,BR,São José dos Campos,wind-speed,64,0.5,3.6,1.5,9.05
2024-10-14,BR,São José dos Campos,wind-speed,96,3.0,10.8,4.1,43.15
2024-02-22,BR,São José dos Campos,wind-speed,72,1.0,5.6,2.5,13.86
2024-10-26,BR,São José dos Campos,wind-speed,96,0.2,6.1,2.5,21.62
2024-02-05,BR,São José dos Campos,wind-speed,88,0.5,6.1,2.0,25.2
2024-03-01,BR,São José dos Campos,wind-speed,88,1.0,5.1,2.5,9.22
2024-07-09,BR,São José dos Campos,wind-speed,77,0.5,3.6,1.5,5.01
2024-07-29,BR,São José dos Campos,wind-speed,96,0.5,7.2,2.0,26.38
2024-11-11,BR,São José dos Campos,wind-speed,95,1.0,8.7,2.5,40.41
2024-07-28,BR,São José dos Campos,wind-speed,96,0.5,2.5,1.0,4.21
2024-11-15,BR,São José dos Campos,wind-speed,64,1.2,9.2,3.0,53.08
2024-10-21,BR,São José dos Campos,wind-speed,89,1.2,5.1,2.5,7.76
2024-01-08,BR,São José dos Campos,wind-speed,96,0.5,6.6,1.5,24.5
2024-04-04,BR,São José dos Campos,wind-speed,36,1.0,6.1,2.0,31.1
2024-06-24,BR,São José dos Campos,wind-speed,91,0.5,3.0,1.5,5.72
2024-08-03,BR,São José dos Campos,wind-speed,96,1.0,6.6,4.1,20.3
2024-10-12,BR,São José dos Campos,wind-speed,91,1.0,7.2,5.6,31.74
2024-04-22,BR,São José dos Campos,wind-speed,57,0.5,3.6,1.0,8.16
2024-05-08,BR,São José dos Campos,wind-speed,57,1.0,3.6,2.0,5.93
2024-05-09,BR,São José dos Campos,wind-speed,54,1.0,4.1,1.5,6.82
2024-10-29,BR,São José dos Campos,wind-speed,96,1.0,6.1,3.0,28.61
2024-11-18,BR,São José dos Campos,wind-speed,68,0.5,6.6,2.0,25.3
2024-02-15,BR,São José dos Campos,wind-speed,72,1.0,5.6,3.6,26.52
2024-05-29,BR,São José dos Campos,wind-speed,96,1.5,6.1,4.1,12.99
2024-07-08,BR,São José dos Campos,wind-speed,96,0.5,3.6,2.0,5.54
2024-10-24,BR,São José dos Campos,wind-speed,96,0.5,7.2,3.6,27.33
2024-11-14,BR,São José dos Campos,wind-speed,62,1.0,6.6,3.6,32.54
2024-03-24,BR,São José dos Campos,wind-speed,57,0.2,2.5,1.0,3.06
2024-10-19,BR,São José dos Campos,wind-speed,79,0.5,5.6,3.0,21.93
2024-11-25,BR,São José dos Campos,wind-speed,96,0.5,8.2,3.0,25.29
2024-02-01,BR,São José dos Campos,wind-speed,92,0.5,5.1,2.0,10.92
2024-02-27,BR,São José dos Campos,wind-speed,95,0.5,6.1,3.0,26.71
2024-05-05,BR,São José dos Campos,wind-speed,48,0.2,4.1,1.5,9.43
2024-06-17,BR,São José dos Campos,wind-speed,96,0.5,5.6,2.0,24.87
2024-07-15,BR,São José dos Campos,wind-speed,89,0.5,4.6,1.8,9.76
2024-01-22,BR,São José dos Campos,wind-speed,96,0.5,7.2,2.0,24.98
2024-02-02,BR,São José dos Campos,wind-speed,96,0.5,6.6,2.5,24.65
2024-04-23,BR,São José dos Campos,wind-speed,54,0.5,2.5,1.0,4.62
2024-07-22,BR,São José dos Campos,wind-speed,92,0.2,4.6,1.5,15.5
2024-10-22,BR,São José dos Campos,wind-speed,88,0.5,4.6,2.5,9.24
2024-10-06,BR,São José dos Campos,wind-speed,73,1.5,7.7,2.5,20.54
2024-03-16,BR,São José dos Campos,wind-speed,64,1.0,5.1,1.5,16.61
2024-04-14,BR,São José dos Campos,wind-speed,57,1.0,5.1,2.5,17.46
2024-05-16,BR,São José dos Campos,wind-speed,91,0.5,3.0,1.5,3.46
2024-07-06,BR,São José dos Campos,wind-speed,96,1.0,3.6,2.0,9.7
2024-07-27,BR,São José dos Campos,wind-speed,92,0.5,3.6,1.5,8.26
2024-06-15,BR,São José dos Campos,wind-speed,75,0.5,2.5,1.5,4.9
2024-06-23,BR,São José dos Campos,wind-speed,81,0.1,3.0,1.5,6.03
2024-03-13,BR,São José dos Campos,wind-speed,96,0.5,6.6,2.0,23.17
2024-04-29,BR,São José dos Campos,wind-speed,57,0.5,3.6,2.0,5.77
2024-05-12,BR,São José dos Campos,wind-speed,63,0.2,5.6,1.5,27.26
2024-05-14,BR,São José dos Campos,wind-speed,90,0.5,5.1,1.5,4.77
2024-05-24,BR,São José dos Campos,wind-speed,92,0.5,6.8,1.5,18.45
2024-11-17,BR,São José dos Campos,wind-speed,67,1.0,8.2,2.5,25.59
2024-11-20,BR,São José dos Campos,wind-speed,94,0.7,6.6,2.5,24.26
2024-01-25,BR,São José dos Campos,wind-speed,96,1.0,4.6,3.0,11.36
2024-02-19,BR,São José dos Campos,wind-speed,66,0.5,4.6,1.7,12.4
2024-09-29,BR,São José dos Campos,wind-speed,96,1.0,9.2,3.6,43.95
2024-10-27,BR,São José dos Campos,wind-speed,96,2.5,5.1,3.6,4.59
2024-11-16,BR,São José dos Campos,wind-speed,67,0.5,6.6,2.0,23.61
2024-10-02,BR,São José dos Campos,wind-speed,96,1.0,6.6,3.0,21.18
2024-10-18,BR,São José dos Campos,wind-speed,91,0.5,10.8,2.5,71.61
2024-03-26,BR,São José dos Campos,wind-speed,69,0.5,5.6,2.3,26.26
2024-06-01,BR,São José dos Campos,wind-speed,96,0.7,7.2,3.0,28.64
2024-08-12,BR,São José dos Campos,wind-speed,92,0.5,8.7,2.0,62.72
2024-09-13,BR,São José dos Campos,wind-speed,13,0.5,4.1,2.0,8.61
2024-09-16,BR,São José dos Campos,wind-speed,62,1.0,5.6,2.5,21.24
2024-04-10,BR,São José dos Campos,wind-speed,51,1.0,5.1,1.5,11.08
2024-04-25,BR,São José dos Campos,wind-speed,54,0.5,7.2,3.0,54.45
2024-06-13,BR,São José dos Campos,wind-speed,78,0.5,3.0,1.0,4.64
2024-02-12,BR,São José dos Campos,wind-speed,81,1.0,7.2,4.1,31.12
2024-06-09,BR,São José dos Campos,wind-speed,56,0.5,2.0,1.0,1.71
2024-07-17,BR,São José dos Campos,wind-speed,82,0.5,3.6,1.0,4.22
2024-10-28,BR,São José dos Campos,wind-speed,96,1.5,6.6,3.0,17.75
2024-08-17,BR,São José dos Campos,wind-speed,88,0.5,2.5,1.0,2.85
2024-09-19,BR,São José dos Campos,wind-speed,91,0.5,7.2,3.6,37.57
2024-09-26,BR,São José dos Campos,wind-speed,96,1.0,4.6,3.0,9.31
2024-02-06,BR,São José dos Campos,wind-speed,92,0.5,4.1,2.5,10.99
2024-02-18,BR,São José dos Campos,wind-speed,63,0.5,4.6,1.5,9.97
2024-04-12,BR,São José dos Campos,wind-speed,57,1.0,7.2,3.0,43.59
2024-04-13,BR,São José dos Campos,wind-speed,57,1.0,5.6,2.5,20.67
2024-08-06,BR,São José dos Campos,wind-speed,96,0.2,4.1,2.5,13.02
2024-07-11,BR,São José dos Campos,wind-speed,84,0.2,4.1,1.5,7.2
2024-08-05,BR,São José dos Campos,wind-speed,92,0.5,3.0,2.0,6.44
2024-01-14,BR,São José dos Campos,wind-speed,95,0.5,4.6,2.0,12.96
2024-03-05,BR,São José dos Campos,wind-speed,92,1.0,5.1,2.0,12.3
2024-03-10,BR,São José dos Campos,wind-speed,96,1.0,4.1,2.3,8.12
2024-03-19,BR,São José dos Campos,wind-speed,76,0.5,3.0,1.5,3.48
2024-06-19,BR,São José dos Campos,wind-speed,96,0.2,7.0,2.0,36.54
2024-03-04,BR,São José dos Campos,wind-speed,96,1.0,4.6,2.0,8.19
2024-07-21,BR,São José dos Campos,wind-speed,96,1.0,6.6,3.0,21.92
2024-04-30,BR,São José dos Campos,wind-speed,51,0.2,3.6,1.5,7.11
2024-06-27,BR,São José dos Campos,wind-speed,76,0.5,3.0,1.5,6.78
2024-10-03,BR,São José dos Campos,wind-speed,96,1.0,6.1,3.0,21.56
2024-08-01,BR,São José dos Campos,wind-speed,96,0.5,7.2,3.0,30.89
2024-03-31,BR,São José dos Campos,wind-speed,36,0.5,4.6,1.5,13.84
2024-05-28,BR,São José dos Campos,wind-speed,84,0.5,6.6,2.5,27.74
2024-10-09,BR,São José dos Campos,wind-speed,72,0.5,7.7,3.0,37.97
2024-11-06,BR,São José dos Campos,wind-speed,96,0.7,4.6,2.5,17.14
2024-02-04,BR,São José dos Campos,wind-speed,88,1.0,9.2,3.0,45.88
2024-03-20,BR,São José dos Campos,wind-speed,67,0.5,4.1,1.5,8.51
2024-06-10,BR,São José dos Campos,wind-speed,92,0.5,5.6,1.0,13.68
2024-06-18,BR,São José dos Campos,wind-speed,96,0.5,4.1,1.5,12.07
2024-08-20,BR,São José dos Campos,wind-speed,28,0.2,2.0,1.0,3.03
2024-11-24,BR,São José dos Campos,wind-speed,96,1.0,8.7,3.0,37.98
2024-01-18,BR,São José dos Campos,wind-speed,96,1.0,5.6,2.0,24.26
2024-06-26,BR,São José dos Campos,wind-speed,68,0.5,3.6,2.0,7.88
2024-07-12,BR,São José dos Campos,wind-speed,92,1.0,4.6,2.0,8.51
2024-07-16,BR,São José dos Campos,wind-speed,93,0.5,4.1,1.8,9.3
2024-11-22,BR,São José dos Campos,wind-speed,96,1.8,6.6,4.1,17.6
2024-04-05,BR,São José dos Campos,wind-speed,38,0.5,5.6,2.5,21.57
2024-06-07,BR,São José dos Campos,wind-speed,64,0.2,1.5,1.0,1.97
2024-07-01,BR,São José dos Campos,wind-speed,96,1.0,5.9,2.5,17.57
2024-11-08,BR,São José dos Campos,wind-speed,96,1.0,5.1,2.0,18.99
2024-02-26,BR,São José dos Campos,wind-speed,96,1.0,4.6,3.0,10.51
2024-07-07,BR,São José dos Campos,wind-speed,96,0.5,3.3,1.5,4.15
2024-09-27,BR,São José dos Campos,wind-speed,88,0.5,5.6,2.0,18.2
2024-11-01,BR,São José dos Campos,wind-speed,96,1.0,8.2,3.0,30.05
2024-03-02,BR,São José dos Campos,wind-speed,96,1.0,4.6,2.5,7.12
2024-04-15,BR,São José dos Campos,wind-speed,50,1.0,5.6,3.0,16.01
2024-05-02,BR,São José dos Campos,wind-speed,51,0.5,6.1,1.5,38.9
2024-05-23,BR,São José dos Campos,wind-speed,89,0.5,4.1,1.0,9.86
2024-02-24,BR,São José dos Campos,wind-speed,86,0.5,7.7,1.0,23.05
2024-04-02,BR,São José dos Campos,wind-speed,34,1.0,2.5,1.5,3.07
2024-04-11,BR,São José dos Campos,wind-speed,54,1.0,7.7,2.0,39.71
2024-04-26,BR,São José dos Campos,wind-speed,63,1.5,5.6,2.5,13.46
2024-05-22,BR,São José dos Campos,wind-speed,90,1.0,5.6,1.8,18.19
2024-11-27,BR,São José dos Campos,wind-speed,85,0.5,7.7,2.5,16.18
2024-01-04,BR,São José dos Campos,wind-speed,96,0.5,4.1,2.0,10.16
2024-01-11,BR,São José dos Campos,wind-speed,96,1.0,8.2,2.5,51.0
2024-02-03,BR,São José dos Campos,wind-speed,96,1.0,5.1,2.0,20.19
2024-05-10,BR,São José dos Campos,wind-speed,54,1.0,2.5,1.5,2.87
2024-11-19,BR,São José dos Campos,wind-speed,79,0.5,8.2,2.0,31.38
2024-10-10,BR,São José dos Campos,wind-speed,72,1.0,6.1,3.0,20.15
2024-01-15,BR,São José dos Campos,wind-speed,96,0.5,6.1,3.0,31.05
2024-01-27,BR,São José dos Campos,wind-speed,96,1.0,4.1,2.0,6.43
2024-02-09,BR,São José dos Campos,wind-speed,96,1.0,9.7,2.5,39.8
2024-02-16,BR,São José dos Campos,wind-speed,72,1.0,6.6,1.5,20.1
2024-05-25,BR,São José dos Campos,wind-speed,87,0.5,4.6,2.0,14.23
2024-07-31,BR,São José dos Campos,wind-speed,96,0.5,7.7,3.6,31.02
2024-01-16,BR,São José dos Campos,wind-speed,96,0.5,5.1,1.5,15.16
2024-05-18,BR,São José dos Campos,wind-speed,86,0.5,4.6,1.8,10.46
2024-05-27,BR,São José dos Campos,wind-speed,96,1.5,5.6,2.5,13.52
2024-06-05,BR,São José dos Campos,wind-speed,96,0.2,3.0,2.0,4.85
2024-07-14,BR,São José dos Campos,wind-speed,93,1.0,4.6,2.0,7.64
2024-01-20,BR,São José dos Campos,wind-speed,96,1.5,6.6,3.0,13.51
2024-02-29,BR,São José dos Campos,wind-speed,90,0.5,3.6,1.5,9.7
2024-04-07,BR,São José dos Campos,wind-speed,38,1.5,7.7,3.0,39.49
2024-07-02,BR,São José dos Campos,wind-speed,96,1.0,3.6,2.0,3.9
2024-01-09,BR,São José dos Campos,wind-speed,88,0.5,6.1,1.5,14.98
2024-01-12,BR,São José dos Campos,wind-speed,96,1.0,5.6,2.5,17.75
2024-05-06,BR,São José dos Campos,wind-speed,51,0.5,3.0,2.0,8.14
2024-09-25,BR,São José dos Campos,wind-speed,96,1.0,6.6,2.5,19.1
2024-04-17,BR,São José dos Campos,wind-speed,57,1.5,4.6,2.5,8.84
2024-08-09,BR,São José dos Campos,wind-speed,96,0.5,6.6,1.5,29.69
2024-09-18,BR,São José dos Campos,wind-speed,91,0.5,7.7,3.6,45.88
2024-01-07,BR,São José dos Campos,wind-speed,96,0.5,4.6,3.0,12.33
2024-01-24,BR,São José dos Campos,wind-speed,96,1.0,5.1,3.0,12.77
2024-03-06,BR,São José dos Campos,wind-speed,96,1.0,4.1,2.0,7.75
2024-03-11,BR,São José dos Campos,wind-speed,88,1.0,4.6,2.5,9.55
2024-03-28,BR,São José dos Campos,wind-speed,59,1.0,3.0,1.5,3.78
2024-05-17,BR,São José dos Campos,wind-speed,90,0.5,3.6,1.5,8.24
2024-09-17,BR,São José dos Campos,wind-speed,76,1.0,7.7,4.1,33.85
2024-06-16,BR,São José dos Campos,wind-speed,77,0.5,2.5,1.0,1.61
2024-09-30,BR,São José dos Campos,wind-speed,96,1.0,8.7,3.0,35.06
2024-10-16,BR,São José dos Campos,wind-speed,96,0.5,4.1,2.0,8.9
2024-11-28,BR,São José dos Campos,wind-speed,69,0.5,9.1,3.6,40.83
2024-01-01,BR,São José dos Campos,wind-speed,96,2.0,7.2,3.6,12.04
2024-01-17,BR,São José dos Campos,wind-speed,84,1.0,5.1,3.0,16.52
2024-06-30,BR,São José dos Campos,wind-speed,96,1.0,3.6,2.0,3.17
2024-09-20,BR,São José dos Campos,wind-speed,72,0.5,4.2,2.0,11.34
2024-04-20,BR,São José dos Campos,wind-speed,54,1.0,4.6,2.5,6.93
2024-07-18,BR,São José dos Campos,wind-speed,80,0.5,4.6,1.5,12.2
2024-08-13,BR,São José dos Campos,wind-speed,96,0.5,4.6,2.5,13.67
2024-11-21,BR,São José dos Campos,wind-speed,96,1.0,5.1,3.0,15.3
2024-03-08,BR,São José dos Campos,wind-speed,96,1.5,5.1,3.8,12.63
2024-08-18,BR,São José dos Campos,wind-speed,96,0.5,2.5,1.0,3.93
2024-11-10,BR,São José dos Campos,wind-speed,96,0.5,7.2,3.0,28.82
2024-08-11,BR,São José dos Campos,wind-speed,96,0.5,2.5,1.0,3.16
2024-08-14,BR,São José dos Campos,wind-speed,96,1.0,6.6,2.5,25.08
2024-10-07,BR,São José dos Campos,wind-speed,72,1.5,5.6,3.0,12.3
2024-01-28,BR,São José dos Campos,wind-speed,96,1.0,4.1,2.0,7.74
2024-05-03,BR,São José dos Campos,wind-speed,54,0.5,2.5,1.5,3.75
2024-06-03,BR,São José dos Campos,wind-speed,96,0.5,4.1,1.5,6.92
2024-06-20,BR,São José dos Campos,wind-speed,96,0.4,3.6,1.2,5.72
2024-06-29,BR,São José dos Campos,wind-speed,92,0.5,3.6,1.5,6.87
2024-07-19,BR,São José dos Campos,wind-speed,87,0.5,3.6,1.5,4.79
2024-10-20,BR,São José dos Campos,wind-speed,70,1.0,5.6,2.5,13.6
2024-01-06,BR,São José dos Campos,wind-speed,96,1.0,4.6,2.5,7.52
2024-01-10,BR,São José dos Campos,wind-speed,76,0.5,6.6,2.0,20.28
2024-03-03,BR,São José dos Campos,wind-speed,96,0.5,6.1,3.6,19.62
2024-05-01,BR,São José dos Campos,wind-speed,48,0.5,3.6,1.0,8.13
2024-05-26,BR,São José dos Campos,wind-speed,71,0.5,4.1,1.5,6.37
2024-11-02,BR,São José dos Campos,wind-speed,96,1.5,6.6,4.1,16.73
2024-01-05,BR,São José dos Campos,wind-speed,96,1.0,7.2,2.0,41.38
2024-03-21,BR,São José dos Campos,wind-speed,60,0.5,6.8,2.0,35.47
2024-05-15,BR,São José dos Campos,wind-speed,91,0.5,3.0,2.0,3.61
2024-05-19,BR,São José dos Campos,wind-speed,90,0.5,4.6,2.0,10.38
2024-06-25,BR,São José dos Campos,wind-speed,93,0.5,6.0,2.0,21.28
2024-10-11,BR,São José dos Campos,wind-speed,83,1.0,7.3,4.1,19.34
2024-10-15,BR,São José dos Campos,wind-speed,96,1.0,7.7,2.5,32.79
2024-11-03,BR,São José dos Campos,wind-speed,88,1.0,5.6,1.5,15.17
2024-02-08,BR,São José dos Campos,wind-speed,92,0.5,6.6,2.0,27.15
2024-04-18,BR,São José dos Campos,wind-speed,57,0.5,3.6,2.0,7.16
2024-05-13,BR,São José dos Campos,wind-speed,74,0.5,8.7,2.5,66.71
2024-08-02,BR,São José dos Campos,wind-speed,96,2.0,7.7,3.6,25.11
2024-08-08,BR,São José dos Campos,wind-speed,96,0.5,5.6,1.0,27.85
2024-10-23,BR,São José dos Campos,wind-speed,96,0.5,5.1,1.5,15.18
2024-02-11,BR,São José dos Campos,wind-speed,88,1.0,6.6,2.0,20.54
2024-05-07,BR,São José dos Campos,wind-speed,51,0.5,2.5,2.0,3.33
2024-06-21,BR,São José dos Campos,wind-speed,95,0.2,4.1,1.5,8.29
2024-06-22,BR,São José dos Campos,wind-speed,91,0.1,3.0,1.5,7.62
2024-10-13,BR,São José dos Campos,wind-speed,96,1.0,10.8,3.6,65.3
2024-02-13,BR,São José dos Campos,wind-speed,69,1.0,8.2,4.1,36.44
2024-09-23,BR,São José dos Campos,wind-speed,84,0.5,8.7,2.0,41.55
2024-06-28,BR,São José dos Campos,wind-speed,80,0.7,3.6,1.5,4.85
2024-07-10,BR,São José dos Campos,wind-speed,84,0.5,3.0,1.5,4.25
2024-08-15,BR,São José dos Campos,wind-speed,80,0.5,2.0,1.5,1.69
2024-01-26,BR,São José dos Campos,wind-speed,96,1.0,4.6,3.0,9.75
2024-02-28,BR,São José dos Campos,wind-speed,87,0.5,7.7,1.5,42.2
2024-03-12,BR,São José dos Campos,wind-speed,92,0.5,5.1,2.5,18.17
2024-04-24,BR,São José dos Campos,wind-speed,57,0.5,4.6,2.0,18.2
2024-06-11,BR,São José dos Campos,wind-speed,96,0.5,3.6,1.0,7.39
2024-11-29,BR,São José dos Campos,wind-speed,34,0.2,4.1,1.5,13.63
2024-07-04,BR,São José dos Campos,wind-speed,96,0.5,2.5,1.0,4.0
2024-07-24,BR,São José dos Campos,wind-speed,96,0.5,6.6,2.5,28.65
2024-07-25,BR,São José dos Campos,wind-speed,96,0.2,4.1,1.5,7.28
2024-01-31,BR,São José dos Campos,wind-speed,96,0.5,6.6,2.0,32.12
2024-02-17,BR,São José dos Campos,wind-speed,69,0.5,7.7,2.0,23.11
2024-04-16,BR,São José dos Campos,wind-speed,57,1.0,3.6,2.0,3.57
2024-04-27,BR,São José dos Campos,wind-speed,57,0.2,3.6,2.5,6.74
2024-06-02,BR,São José dos Campos,wind-speed,94,0.3,3.0,1.5,4.3
2024-07-30,BR,São José dos Campos,wind-speed,96,0.2,3.6,2.0,4.07
2024-10-04,BR,São José dos Campos,wind-speed,96,1.0,6.6,3.6,16.57
2024-01-08,BR,São José dos Campos,wind-gust,12,12.3,12.8,12.8,0.61
2024-01-29,BR,São José dos Campos,wind-gust,4,14.9,14.9,14.9,0.0
2024-10-22,BR,São José dos Campos,wind-gust,6,9.7,9.7,9.7,0.0
2024-10-28,BR,São José dos Campos,wind-gust,4,10.2,10.2,10.2,0.0
2024-06-22,BR,São José dos Campos,wind-gust,68,0.1,10.0,3.4,93.95
2024-10-25,BR,São José dos Campos,wind-gust,8,8.7,12.8,8.7,48.03
2024-05-17,BR,São José dos Campos,wind-gust,4,8.7,8.7,8.7,0.0
2024-06-19,BR,São José dos Campos,wind-gust,55,0.3,10.0,2.5,77.91
2024-09-23,BR,São José dos Campos,wind-gust,4,13.8,13.8,13.8,0.0
2024-09-20,BR,São José dos Campos,wind-gust,9,8.7,13.8,10.2,51.53
2024-10-03,BR,São José dos Campos,wind-gust,4,10.8,10.8,10.8,0.0
2024-01-21,BR,São José dos Campos,wind-gust,4,11.3,11.3,11.3,0.0
2024-01-24,BR,São José dos Campos,wind-gust,4,10.2,10.2,10.2,0.0
2024-02-02,BR,São José dos Campos,wind-gust,4,10.8,10.8,10.8,0.0
2024-02-13,BR,São José dos Campos,wind-gust,3,13.8,13.8,13.8,0.0
2024-06-20,BR,São José dos Campos,wind-gust,72,0.1,8.1,1.6,39.43
2024-06-25,BR,São José dos Campos,wind-gust,15,5.0,7.0,5.8,5.76
2024-01-25,BR,São José dos Campos,wind-gust,4,12.8,12.8,12.8,0.0
2024-03-21,BR,São José dos Campos,wind-gust,3,11.8,11.8,11.8,0.0
2024-06-24,BR,São José dos Campos,wind-gust,74,0.8,10.7,4.8,135.87
2024-09-27,BR,São José dos Campos,wind-gust,4,8.2,8.2,8.2,0.0
2024-10-02,BR,São José dos Campos,wind-gust,4,13.3,13.3,13.3,0.0
2024-10-24,BR,São José dos Campos,wind-gust,8,10.2,10.2,10.2,0.0
2024-11-23,BR,São José dos Campos,wind-gust,4,11.3,11.3,11.3,0.0
2024-01-07,BR,São José dos Campos,wind-gust,8,8.7,9.2,8.7,0.71
2024-06-21,BR,São José dos Campos,wind-gust,75,0.4,5.0,3.3,17.28
2024-02-12,BR,São José dos Campos,wind-gust,6,11.3,11.8,11.3,0.75
2024-03-17,BR,São José dos Campos,wind-gust,8,10.2,12.8,10.2,19.31
2024-05-24,BR,São José dos Campos,wind-gust,7,11.3,14.4,14.4,27.46
2024-10-23,BR,São José dos Campos,wind-gust,16,7.2,13.3,12.6,69.71
2024-11-12,BR,São José dos Campos,wind-gust,3,12.8,12.8,12.8,0.0
2024-02-23,BR,São José dos Campos,wind-gust,3,11.8,11.8,11.8,0.0
2024-04-01,BR,São José dos Campos,wind-gust,2,7.7,7.7,7.7,0.0
2024-05-13,BR,São José dos Campos,wind-gust,9,11.3,14.9,13.3,24.4
2024-11-20,BR,São José dos Campos,wind-gust,3,9.7,9.7,9.7,0.0
2024-11-27,BR,São José dos Campos,wind-gust,11,8.2,13.3,10.8,35.49
2024-02-24,BR,São José dos Campos,wind-gust,3,12.8,12.8,12.8,0.0
2024-02-28,BR,São José dos Campos,wind-gust,8,12.3,15.9,12.3,37.03
2024-07-31,BR,São José dos Campos,wind-gust,8,9.2,10.2,9.2,2.86
2024-01-20,BR,São José dos Campos,wind-gust,8,11.8,13.8,11.8,11.43
2024-01-31,BR,São José dos Campos,wind-gust,8,9.2,9.2,9.2,0.0
2024-10-10,BR,São José dos Campos,wind-gust,3,8.7,8.7,8.7,0.0
2024-10-11,BR,São José dos Campos,wind-gust,12,12.3,14.9,13.8,12.39
2024-11-07,BR,São José dos Campos,wind-gust,4,10.2,10.2,10.2,0.0
2024-11-28,BR,São José dos Campos,wind-gust,4,10.8,21.3,21.3,275.62
2024-01-18,BR,São José dos Campos,wind-gust,4,13.3,13.3,13.3,0.0
2024-01-27,BR,São José dos Campos,wind-gust,4,12.3,12.3,12.3,0.0
2024-02-04,BR,São José dos Campos,wind-gust,4,22.1,22.1,22.1,0.0
2024-06-23,BR,São José dos Campos,wind-gust,68,0.1,10.5,2.5,98.07
2024-08-09,BR,São José dos Campos,wind-gust,4,9.7,9.7,9.7,0.0
2024-01-12,BR,São José dos Campos,wind-gust,8,9.2,10.8,9.2,7.31
2024-01-19,BR,São José dos Campos,wind-gust,8,13.3,15.9,13.3,19.31
2024-02-22,BR,São José dos Campos,wind-gust,3,12.3,12.3,12.3,0.0
2024-11-08,BR,São José dos Campos,wind-gust,4,11.3,11.3,11.3,0.0
