Date,Country,City,Specie,count,min,max,median,variance
2024-06-08,BR,São Paulo,temperature,624,12.0,29.3,19.9,186.5
2024-07-12,BR,São Paulo,temperature,576,12.9,23.7,16.0,61.41
2024-02-07,BR,São Paulo,temperature,624,18.0,34.7,23.5,165.48
2024-02-22,BR,São Paulo,temperature,624,20.0,33.1,23.0,149.11
2024-03-15,BR,São Paulo,temperature,624,22.0,35.7,28.8,141.82
2024-04-08,BR,São Paulo,temperature,624,19.0,28.6,21.1,73.2
2024-06-22,BR,São Paulo,temperature,576,11.0,29.2,19.6,229.31
2024-07-01,BR,São Paulo,temperature,576,11.6,18.3,13.9,32.42
2024-08-04,BR,São Paulo,temperature,576,15.0,30.7,22.5,152.28
2024-02-29,BR,São Paulo,temperature,624,22.0,34.1,24.4,115.55
2024-03-21,BR,São Paulo,temperature,624,22.0,34.7,26.3,135.55
2024-04-06,BR,São Paulo,temperature,624,18.0,28.0,21.9,57.83
2024-06-27,BR,São Paulo,temperature,576,16.0,26.3,19.0,66.96
2024-03-24,BR,São Paulo,temperature,624,16.3,24.2,19.3,48.86
2024-03-27,BR,São Paulo,temperature,624,18.0,22.0,19.6,9.08
2024-04-29,BR,São Paulo,temperature,624,20.5,33.2,25.7,138.67
2024-08-03,BR,São Paulo,temperature,576,13.0,30.6,20.7,197.9
2024-09-18,BR,São Paulo,temperature,380,14.4,21.7,16.3,37.1
2024-09-26,BR,São Paulo,temperature,528,19.0,37.9,28.0,233.23
2024-10-13,BR,São Paulo,temperature,264,15.0,26.0,17.0,61.46
2024-01-25,BR,São Paulo,temperature,648,15.7,22.1,18.3,27.63
2024-02-16,BR,São Paulo,temperature,600,18.0,27.7,20.5,68.57
2024-05-13,BR,São Paulo,temperature,624,18.0,32.4,24.0,142.49
2024-01-09,BR,São Paulo,temperature,648,20.0,35.9,23.9,208.6
2024-05-23,BR,São Paulo,temperature,624,16.0,30.4,22.9,139.85
2024-09-23,BR,São Paulo,temperature,540,16.0,35.1,24.4,242.15
2024-04-21,BR,São Paulo,temperature,564,15.0,30.7,21.1,203.41
2024-05-29,BR,São Paulo,temperature,590,10.0,22.5,13.6,108.88
2024-03-30,BR,São Paulo,temperature,624,19.0,30.6,21.2,104.06
2024-03-31,BR,São Paulo,temperature,598,15.5,32.6,22.7,200.36
2024-04-09,BR,São Paulo,temperature,624,19.0,29.7,22.0,87.09
2024-03-28,BR,São Paulo,temperature,624,17.7,22.0,20.0,10.61
2024-06-26,BR,São Paulo,temperature,531,15.0,30.0,22.3,190.78
2024-08-15,BR,São Paulo,temperature,576,9.0,30.7,18.5,408.0
2024-09-30,BR,São Paulo,temperature,528,17.6,34.0,22.9,223.49
2024-10-24,BR,São Paulo,temperature,428,20.0,30.5,22.5,113.82
2024-01-15,BR,São Paulo,temperature,625,22.0,32.4,27.0,96.76
2024-01-22,BR,São Paulo,temperature,648,18.7,26.8,20.5,58.49
2024-01-23,BR,São Paulo,temperature,648,16.6,20.2,18.6,10.45
2024-10-08,BR,São Paulo,temperature,575,16.0,34.6,19.0,281.62
2024-11-05,BR,São Paulo,temperature,528,19.4,30.0,22.0,89.13
2024-11-06,BR,São Paulo,temperature,527,20.5,29.5,21.6,71.04
2024-01-29,BR,São Paulo,temperature,648,17.0,31.5,23.9,197.28
2024-03-16,BR,São Paulo,temperature,624,22.0,36.4,29.0,123.54
2024-03-23,BR,São Paulo,temperature,624,16.6,19.3,17.8,4.5
2024-05-19,BR,São Paulo,temperature,624,18.3,27.6,20.9,53.43
2024-09-13,BR,São Paulo,temperature,69,19.0,34.5,27.2,192.47
2024-10-06,BR,São Paulo,temperature,528,14.8,29.8,17.5,181.1
2024-06-04,BR,São Paulo,temperature,624,15.0,20.2,16.8,13.9
2024-06-06,BR,São Paulo,temperature,624,12.0,27.7,18.3,163.93
2024-08-09,BR,São Paulo,temperature,576,12.2,22.5,18.1,51.46
2024-01-03,BR,São Paulo,temperature,648,20.0,33.0,22.0,121.36
2024-01-26,BR,São Paulo,temperature,648,15.7,25.6,18.6,54.96
2024-05-24,BR,São Paulo,temperature,615,15.0,27.6,19.1,91.17
2024-06-25,BR,São Paulo,temperature,531,16.0,20.6,18.6,12.01
2024-06-16,BR,São Paulo,temperature,600,13.0,30.3,21.7,202.14
2024-07-27,BR,São Paulo,temperature,576,11.0,27.8,19.1,158.26
2024-04-15,BR,São Paulo,temperature,624,21.0,30.5,22.3,70.24
2024-05-02,BR,São Paulo,temperature,624,17.0,33.7,26.0,162.25
2024-05-21,BR,São Paulo,temperature,624,16.0,26.3,18.7,71.52
2024-06-24,BR,São Paulo,temperature,576,14.0,30.4,20.6,196.05
2024-10-10,BR,São Paulo,temperature,553,17.0,27.9,19.0,89.22
2024-11-14,BR,São Paulo,temperature,552,15.0,21.6,17.0,32.2
2024-02-08,BR,São Paulo,temperature,618,18.0,34.7,24.5,159.9
2024-03-26,BR,São Paulo,temperature,624,17.0,27.5,20.0,65.59
2024-05-30,BR,São Paulo,temperature,618,8.0,21.2,13.4,74.32
2024-07-29,BR,São Paulo,temperature,576,13.0,26.1,18.0,76.54
2024-10-07,BR,São Paulo,temperature,544,15.0,29.3,18.0,167.43
2024-10-20,BR,São Paulo,temperature,336,14.4,19.0,17.0,14.94
2024-03-10,BR,São Paulo,temperature,609,21.0,30.1,23.6,34.74
2024-03-20,BR,São Paulo,temperature,618,21.0,34.0,26.1,104.01
2024-04-03,BR,São Paulo,temperature,624,18.0,31.8,22.3,129.64
2024-10-03,BR,São Paulo,temperature,528,15.0,22.5,19.0,34.68
2024-10-15,BR,São Paulo,temperature,332,16.0,30.8,19.0,177.17
2024-11-28,BR,São Paulo,temperature,579,20.0,36.0,26.0,217.82
2024-03-13,BR,São Paulo,temperature,602,20.0,35.6,22.7,162.28
2024-05-14,BR,São Paulo,temperature,622,16.6,21.9,20.0,16.0
2024-07-26,BR,São Paulo,temperature,576,11.0,28.1,19.3,201.55
2024-06-02,BR,São Paulo,temperature,624,10.0,26.8,17.5,157.0
2024-01-01,BR,São Paulo,temperature,648,17.9,26.4,21.1,53.33
2024-03-19,BR,São Paulo,temperature,624,22.0,33.5,24.8,89.43
2024-06-01,BR,São Paulo,temperature,624,13.0,26.6,16.7,132.1
2024-08-11,BR,São Paulo,temperature,551,6.0,22.7,13.3,220.7
2024-10-02,BR,São Paulo,temperature,528,19.0,38.1,24.0,323.6
2024-07-04,BR,São Paulo,temperature,570,15.0,27.1,20.0,89.35
2024-07-18,BR,São Paulo,temperature,576,11.0,27.8,16.0,190.57
2024-08-05,BR,São Paulo,temperature,576,15.0,31.4,23.1,148.17
2024-03-14,BR,São Paulo,temperature,624,21.0,35.6,27.2,209.94
2024-04-13,BR,São Paulo,temperature,624,19.9,31.2,22.1,107.65
2024-09-14,BR,São Paulo,temperature,97,19.0,30.3,24.0,67.53
2024-09-29,BR,São Paulo,temperature,528,15.0,31.4,18.8,204.48
2024-10-18,BR,São Paulo,temperature,439,16.0,29.9,19.4,124.44
2024-11-21,BR,São Paulo,temperature,609,18.8,25.5,21.0,26.7
2024-01-17,BR,São Paulo,temperature,607,23.0,32.0,26.0,76.53
2024-02-05,BR,São Paulo,temperature,633,16.0,33.5,24.0,235.8
2024-06-10,BR,São Paulo,temperature,624,15.0,30.0,21.0,162.93
2024-05-07,BR,São Paulo,temperature,618,17.0,33.8,25.9,174.3
2024-02-15,BR,São Paulo,temperature,600,18.0,23.4,20.0,12.56
2024-03-02,BR,São Paulo,temperature,624,20.0,31.2,22.2,98.62
2024-04-19,BR,São Paulo,temperature,600,14.0,25.9,17.8,96.18
2024-03-06,BR,São Paulo,temperature,648,20.0,29.4,22.7,61.87
2024-09-19,BR,São Paulo,temperature,404,16.0,25.0,18.0,62.81
2024-08-13,BR,São Paulo,temperature,576,5.0,15.8,10.0,39.68
2024-09-12,BR,São Paulo,temperature,35,22.4,35.0,30.6,118.41
2024-10-14,BR,São Paulo,temperature,253,15.6,27.0,17.0,29.45
2024-07-02,BR,São Paulo,temperature,576,12.0,27.1,17.0,194.22
2024-07-05,BR,São Paulo,temperature,576,13.0,29.9,20.7,226.31
2024-07-11,BR,São Paulo,temperature,576,15.5,24.6,17.7,76.97
2024-07-21,BR,São Paulo,temperature,576,12.7,26.3,17.5,161.99
2024-11-01,BR,São Paulo,temperature,528,17.0,31.4,20.9,163.36
2024-02-19,BR,São Paulo,temperature,600,18.0,31.6,22.3,108.68
2024-04-04,BR,São Paulo,temperature,624,18.0,35.2,22.7,232.9
2024-05-05,BR,São Paulo,temperature,624,17.0,34.3,24.4,162.04
2024-07-15,BR,São Paulo,temperature,576,12.0,24.2,15.6,90.61
2024-11-12,BR,São Paulo,temperature,570,16.5,34.6,21.0,253.1
2024-11-25,BR,São Paulo,temperature,600,15.0,31.8,21.7,198.56
2024-10-30,BR,São Paulo,temperature,531,16.5,27.7,19.8,92.69
2024-04-18,BR,São Paulo,temperature,600,16.0,19.9,18.0,10.81
2024-05-01,BR,São Paulo,temperature,624,17.0,33.5,25.3,143.52
2024-07-10,BR,São Paulo,temperature,576,14.4,22.0,17.6,63.84
2024-06-23,BR,São Paulo,temperature,576,13.0,29.6,22.0,180.39
2024-06-28,BR,São Paulo,temperature,576,14.0,27.1,20.4,142.99
2024-11-04,BR,São Paulo,temperature,549,18.3,24.5,20.5,25.44
2024-02-11,BR,São Paulo,temperature,600,19.0,36.2,25.0,202.43
2024-02-27,BR,São Paulo,temperature,648,21.0,34.0,27.8,138.49
2024-04-10,BR,São Paulo,temperature,624,18.0,33.3,22.1,147.52
2024-11-19,BR,São Paulo,temperature,602,16.0,32.5,21.3,154.04
2024-02-12,BR,São Paulo,temperature,522,21.0,34.1,27.0,141.46
2024-04-23,BR,São Paulo,temperature,624,16.0,32.5,24.0,186.9
2024-11-17,BR,São Paulo,temperature,561,18.0,30.7,21.0,121.13
2024-05-27,BR,São Paulo,temperature,588,14.5,19.7,17.2,21.84
2024-08-14,BR,São Paulo,temperature,576,8.8,25.3,13.1,241.51
2024-09-15,BR,São Paulo,temperature,120,16.6,22.5,18.0,15.47
2024-10-21,BR,São Paulo,temperature,393,17.0,26.0,21.0,61.14
2024-01-04,BR,São Paulo,temperature,634,19.4,26.0,20.9,30.62
2024-01-07,BR,São Paulo,temperature,648,19.9,35.7,24.4,189.6
2024-04-28,BR,São Paulo,temperature,618,18.0,33.4,24.5,150.73
2024-04-27,BR,São Paulo,temperature,624,20.0,33.8,25.0,174.4
2024-06-03,BR,São Paulo,temperature,624,14.0,27.1,18.5,123.34
2024-06-29,BR,São Paulo,temperature,576,13.0,27.0,18.0,110.93
2024-07-23,BR,São Paulo,temperature,576,9.0,27.2,18.8,251.07
2024-08-19,BR,São Paulo,temperature,552,11.0,36.0,24.6,333.48
2024-01-06,BR,São Paulo,temperature,648,19.0,31.2,22.0,106.08
2024-03-03,BR,São Paulo,temperature,612,19.0,35.6,23.2,188.09
2024-03-29,BR,São Paulo,temperature,624,19.0,26.6,22.0,50.0
2024-11-11,BR,São Paulo,temperature,546,15.0,33.1,23.2,309.81
2024-11-15,BR,São Paulo,temperature,569,16.1,27.7,19.7,87.42
2024-02-25,BR,São Paulo,temperature,642,21.0,33.3,23.8,92.52
2024-08-18,BR,São Paulo,temperature,567,12.0,33.8,22.9,353.53
2024-02-06,BR,São Paulo,temperature,600,18.0,31.8,24.0,121.1
2024-03-18,BR,São Paulo,temperature,624,22.0,34.4,24.8,91.44
2024-04-07,BR,São Paulo,temperature,624,18.8,30.2,21.4,82.91
2024-06-17,BR,São Paulo,temperature,587,14.0,29.1,21.2,142.28
2024-09-25,BR,São Paulo,temperature,542,19.0,37.1,27.1,240.56
2024-04-24,BR,São Paulo,temperature,624,15.0,33.0,23.0,193.35
2024-04-25,BR,São Paulo,temperature,622,20.0,29.0,21.6,58.72
2024-06-11,BR,São Paulo,temperature,624,13.0,29.2,19.7,195.19
2024-02-13,BR,São Paulo,temperature,601,20.5,35.8,26.5,180.62
2024-02-26,BR,São Paulo,temperature,648,21.0,30.3,23.5,58.55
2024-04-14,BR,São Paulo,temperature,624,20.0,27.9,22.7,42.99
2024-05-08,BR,São Paulo,temperature,624,18.0,32.3,25.0,110.35
2024-05-15,BR,São Paulo,temperature,624,16.0,19.6,17.7,8.8
2024-06-15,BR,São Paulo,temperature,600,13.0,30.2,21.0,194.54
2024-07-13,BR,São Paulo,temperature,576,12.7,18.0,14.8,18.26
2024-10-01,BR,São Paulo,temperature,526,18.0,35.5,27.0,252.75
2024-01-21,BR,São Paulo,temperature,648,19.4,29.0,21.3,38.92
2024-02-20,BR,São Paulo,temperature,600,18.8,28.1,21.5,40.09
2024-03-04,BR,São Paulo,temperature,648,19.0,34.9,24.4,162.05
2024-10-25,BR,São Paulo,temperature,432,19.4,28.9,23.6,77.37
2024-11-13,BR,São Paulo,temperature,552,15.0,19.2,16.6,12.89
2024-03-22,BR,São Paulo,temperature,624,17.0,24.0,20.5,27.76
2024-04-12,BR,São Paulo,temperature,624,19.0,30.2,22.2,73.98
2024-04-17,BR,São Paulo,temperature,602,19.0,30.0,24.0,74.51
2024-02-23,BR,São Paulo,temperature,642,20.0,34.5,23.2,154.55
2024-05-17,BR,São Paulo,temperature,624,18.4,32.8,25.0,163.43
2024-11-30,BR,São Paulo,temperature,469,20.0,30.4,23.8,75.58
2024-11-29,BR,São Paulo,temperature,552,20.0,28.9,24.5,47.43
2024-03-25,BR,São Paulo,temperature,624,18.0,29.4,21.1,94.8
2024-06-09,BR,São Paulo,temperature,544,13.0,29.7,20.6,193.89
2024-10-19,BR,São Paulo,temperature,396,13.8,19.4,17.6,27.4
2024-09-28,BR,São Paulo,temperature,522,15.0,24.9,17.0,59.17
2024-11-24,BR,São Paulo,temperature,600,15.0,25.3,18.0,63.26
2024-04-05,BR,São Paulo,temperature,624,20.0,34.3,22.6,188.9
2024-05-11,BR,São Paulo,temperature,624,18.0,31.7,24.2,139.15
2024-09-22,BR,São Paulo,temperature,432,17.0,33.7,23.1,194.22
2024-07-30,BR,São Paulo,temperature,576,12.6,19.0,14.8,8.82
2024-04-20,BR,São Paulo,temperature,600,16.0,28.6,18.0,117.36
2024-05-16,BR,São Paulo,temperature,624,16.6,30.5,21.7,201.0
2024-05-25,BR,São Paulo,temperature,600,13.9,19.4,16.6,20.16
2024-06-18,BR,São Paulo,temperature,576,14.0,28.5,20.0,164.87
2024-07-22,BR,São Paulo,temperature,576,10.0,28.9,17.0,253.4
2024-10-26,BR,São Paulo,temperature,459,18.1,31.5,23.0,116.96
2024-01-28,BR,São Paulo,temperature,648,16.6,26.9,20.0,49.37
2024-02-18,BR,São Paulo,temperature,600,18.0,30.5,21.0,71.58
2024-03-07,BR,São Paulo,temperature,648,20.0,30.4,23.0,65.2
2024-10-22,BR,São Paulo,temperature,413,20.0,35.1,25.1,196.74
2024-11-09,BR,São Paulo,temperature,528,15.1,23.0,17.7,34.33
2024-11-20,BR,São Paulo,temperature,624,16.0,35.2,21.8,284.47
2024-02-09,BR,São Paulo,temperature,594,20.0,35.2,25.0,142.93
2024-05-18,BR,São Paulo,temperature,624,16.0,32.7,21.6,173.94
2024-06-21,BR,São Paulo,temperature,576,10.0,27.9,19.0,175.08
2024-05-10,BR,São Paulo,temperature,624,19.0,30.6,22.2,106.01
2024-08-02,BR,São Paulo,temperature,576,13.0,28.4,20.1,182.21
2024-11-03,BR,São Paulo,temperature,528,18.3,23.0,20.0,10.03
2024-01-31,BR,São Paulo,temperature,648,18.0,32.8,22.9,130.21
2024-02-02,BR,São Paulo,temperature,648,17.0,115.0,20.3,300.04
2024-02-10,BR,São Paulo,temperature,582,20.0,32.9,24.0,120.58
2024-08-16,BR,São Paulo,temperature,576,11.0,32.8,21.9,382.12
2024-09-16,BR,São Paulo,temperature,287,13.9,17.7,15.5,6.39
2024-01-16,BR,São Paulo,temperature,624,23.8,33.0,28.7,79.32
2024-01-18,BR,São Paulo,temperature,525,22.0,34.0,24.7,85.0
2024-08-07,BR,São Paulo,temperature,576,14.0,30.6,23.0,141.08
2024-09-20,BR,São Paulo,temperature,443,16.0,34.3,20.2,371.76
2024-09-21,BR,São Paulo,temperature,476,17.0,28.8,22.2,108.11
2024-03-09,BR,São Paulo,temperature,624,21.0,33.5,25.3,117.69
2024-06-19,BR,São Paulo,temperature,576,12.0,29.2,20.4,207.75
2024-07-16,BR,São Paulo,temperature,576,13.0,25.1,15.3,101.52
2024-09-24,BR,São Paulo,temperature,561,15.0,36.8,23.2,284.2
2024-10-11,BR,São Paulo,temperature,469,18.0,29.1,20.4,123.25
2024-11-07,BR,São Paulo,temperature,528,21.0,23.3,21.7,4.2
2024-11-18,BR,São Paulo,temperature,576,17.0,34.0,23.1,243.31
2024-04-30,BR,São Paulo,temperature,624,19.0,34.2,25.9,131.84
2024-07-14,BR,São Paulo,temperature,576,12.8,27.1,15.3,200.3
2024-08-20,BR,São Paulo,temperature,200,13.5,23.6,18.6,57.23
2024-10-23,BR,São Paulo,temperature,432,19.9,29.9,23.0,82.97
2024-11-26,BR,São Paulo,temperature,590,16.0,34.4,26.0,256.76
2024-02-01,BR,São Paulo,temperature,648,16.0,30.6,21.6,84.23
2024-03-05,BR,São Paulo,temperature,648,20.0,34.0,23.0,142.48
2024-07-24,BR,São Paulo,temperature,576,9.0,28.1,18.1,166.68
2024-05-26,BR,São Paulo,temperature,455,13.8,17.1,15.0,8.89
2024-07-06,BR,São Paulo,temperature,576,15.0,22.4,17.0,33.84
2024-11-08,BR,São Paulo,temperature,528,17.1,23.8,20.0,27.87
2024-01-12,BR,São Paulo,temperature,627,21.0,30.0,23.0,31.19
2024-01-13,BR,São Paulo,temperature,648,17.8,24.1,20.5,18.24
2024-05-06,BR,São Paulo,temperature,624,17.0,32.9,24.4,147.71
2024-06-13,BR,São Paulo,temperature,613,13.0,28.7,20.4,156.47
2024-07-25,BR,São Paulo,temperature,576,10.0,28.6,19.0,225.44
2024-09-17,BR,São Paulo,temperature,344,13.8,18.2,15.0,12.57
2024-01-30,BR,São Paulo,temperature,648,18.0,35.1,25.4,207.24
2024-03-11,BR,São Paulo,temperature,600,19.0,30.9,21.8,105.23
2024-07-19,BR,São Paulo,temperature,566,12.0,24.9,15.4,125.12
2024-04-26,BR,São Paulo,temperature,624,19.0,31.0,22.0,89.72
2024-05-12,BR,São Paulo,temperature,624,16.0,32.1,24.4,139.9
2024-06-12,BR,São Paulo,temperature,624,12.0,29.9,19.4,177.76
2024-07-09,BR,São Paulo,temperature,568,12.0,15.0,13.6,9.0
2024-07-20,BR,São Paulo,temperature,576,10.8,25.1,14.0,174.88
2024-01-05,BR,São Paulo,temperature,641,19.0,30.6,21.6,97.75
2024-04-11,BR,São Paulo,temperature,624,19.0,28.8,21.1,55.08
2024-04-22,BR,São Paulo,temperature,624,16.0,31.3,22.5,166.11
2024-11-27,BR,São Paulo,temperature,600,19.0,35.1,28.9,156.03
2024-07-31,BR,São Paulo,temperature,576,13.8,24.7,16.0,94.87
2024-10-04,BR,São Paulo,temperature,532,14.6,19.0,16.0,12.22
2024-10-28,BR,São Paulo,temperature,523,16.0,23.5,18.0,33.52
2024-10-05,BR,São Paulo,temperature,540,14.8,25.4,17.0,68.31
2024-01-20,BR,São Paulo,temperature,648,20.5,30.4,23.0,66.63
2024-06-20,BR,São Paulo,temperature,576,10.0,29.9,19.0,242.09
2024-07-03,BR,São Paulo,temperature,576,12.5,28.8,18.1,230.09
2024-01-19,BR,São Paulo,temperature,648,20.0,33.1,24.1,128.76
2024-02-17,BR,São Paulo,temperature,534,17.0,30.8,22.0,113.36
2024-03-01,BR,São Paulo,temperature,624,20.5,32.4,23.5,100.51
2024-08-01,BR,São Paulo,temperature,576,14.0,27.2,16.6,122.18
2024-08-17,BR,São Paulo,temperature,576,13.0,33.6,22.0,338.26
2024-11-22,BR,São Paulo,temperature,600,18.0,23.4,19.9,19.11
2024-01-08,BR,São Paulo,temperature,624,19.5,35.5,23.3,160.46
2024-01-27,BR,São Paulo,temperature,648,17.2,28.8,20.0,83.32
2024-05-03,BR,São Paulo,temperature,624,18.0,34.1,22.5,198.87
2024-04-02,BR,São Paulo,temperature,618,18.0,30.8,23.7,121.48
2024-07-28,BR,São Paulo,temperature,576,11.0,30.6,20.3,237.36
2024-08-10,BR,São Paulo,temperature,561,7.3,14.8,11.0,20.08
2024-01-24,BR,São Paulo,temperature,648,15.0,25.6,18.2,83.96
2024-05-04,BR,São Paulo,temperature,624,18.0,34.3,25.8,200.63
2024-05-31,BR,São Paulo,temperature,624,10.0,22.2,15.0,93.12
2024-10-27,BR,São Paulo,temperature,480,15.4,19.4,17.0,11.51
2024-10-29,BR,São Paulo,temperature,528,17.7,24.4,19.4,30.84
2024-01-02,BR,São Paulo,temperature,648,19.0,31.8,21.7,100.85
2024-07-17,BR,São Paulo,temperature,576,13.8,26.6,18.0,147.44
2024-08-06,BR,São Paulo,temperature,576,14.0,30.1,23.7,140.32
2024-10-31,BR,São Paulo,temperature,541,16.0,28.7,19.4,109.91
2024-11-02,BR,São Paulo,temperature,528,19.0,31.8,20.5,123.63
2024-02-14,BR,São Paulo,temperature,564,20.0,27.0,21.8,34.16
2024-05-20,BR,São Paulo,temperature,624,16.6,28.4,20.0,94.78
2024-08-08,BR,São Paulo,temperature,576,13.0,31.7,23.7,188.84
2024-04-01,BR,São Paulo,temperature,624,15.0,31.8,21.4,132.02
2024-08-12,BR,São Paulo,temperature,546,7.0,22.2,13.1,152.67
2024-10-16,BR,São Paulo,temperature,360,16.0,33.1,21.7,230.85
2024-06-07,BR,São Paulo,temperature,588,11.0,29.1,18.5,166.13
2024-11-10,BR,São Paulo,temperature,528,14.0,26.4,18.0,103.12
2024-01-11,BR,São Paulo,temperature,639,20.0,33.9,25.0,97.46
2024-02-21,BR,São Paulo,temperature,618,18.8,29.6,21.0,69.18
2024-02-24,BR,São Paulo,temperature,648,21.0,31.9,23.0,61.15
2024-05-09,BR,São Paulo,temperature,624,18.0,32.6,23.0,130.27
2024-06-14,BR,São Paulo,temperature,600,14.0,29.2,21.0,155.61
2024-07-07,BR,São Paulo,temperature,576,12.0,29.0,15.8,230.08
2024-07-08,BR,São Paulo,temperature,576,12.4,19.2,14.7,27.45
2024-09-27,BR,São Paulo,temperature,528,15.5,28.1,21.0,95.36
2024-01-10,BR,São Paulo,temperature,648,20.0,35.7,24.0,135.77
2024-01-14,BR,São Paulo,temperature,648,17.0,33.8,23.0,234.36
2024-02-03,BR,São Paulo,temperature,648,19.0,28.8,22.2,76.34
2024-05-22,BR,São Paulo,temperature,624,17.0,30.4,22.6,145.68
2024-10-09,BR,São Paulo,temperature,576,15.0,24.0,17.9,32.07
2024-10-12,BR,São Paulo,temperature,246,16.8,29.0,20.0,72.14
2024-02-28,BR,São Paulo,temperature,635,22.0,33.6,24.1,97.26
2024-03-08,BR,São Paulo,temperature,632,20.7,30.8,23.3,68.7
2024-04-16,BR,São Paulo,temperature,624,20.0,33.0,25.2,125.97
2024-06-30,BR,São Paulo,temperature,576,11.0,16.4,13.0,21.71
2024-10-17,BR,São Paulo,temperature,404,15.6,33.2,20.0,231.0
2024-11-16,BR,São Paulo,temperature,591,18.8,27.9,21.0,49.39
2024-11-23,BR,São Paulo,temperature,600,16.2,25.6,19.0,62.69
2024-02-04,BR,São Paulo,temperature,648,18.0,32.0,21.3,115.78
2024-03-12,BR,São Paulo,temperature,600,17.0,31.2,22.0,126.25
2024-06-05,BR,São Paulo,temperature,624,15.0,25.8,17.3,90.29
2024-03-17,BR,São Paulo,temperature,624,23.0,37.3,27.4,146.56
2024-05-28,BR,São Paulo,temperature,586,14.5,21.4,18.0,24.11
2024-01-05,BR,São Paulo,so2,60,0.6,3.6,0.6,2.84
2024-06-11,BR,São Paulo,so2,109,0.6,8.2,2.1,23.77
2024-07-26,BR,São Paulo,so2,131,0.6,11.2,2.6,37.67
2024-10-27,BR,São Paulo,so2,5,1.1,1.6,1.6,0.75
2024-01-20,BR,São Paulo,so2,22,0.6,3.6,0.6,4.22
2024-02-21,BR,São Paulo,so2,68,0.6,3.6,1.1,5.26
2024-03-05,BR,São Paulo,so2,54,0.6,3.6,0.6,2.72
2024-03-12,BR,São Paulo,so2,96,0.6,5.1,1.1,5.37
2024-04-02,BR,São Paulo,so2,105,0.6,4.6,1.1,3.88
2024-02-19,BR,São Paulo,so2,79,0.6,4.1,1.1,4.87
2024-02-20,BR,São Paulo,so2,56,0.6,4.1,1.1,4.82
2024-03-16,BR,São Paulo,so2,72,0.6,3.6,1.1,2.78
2024-04-21,BR,São Paulo,so2,58,0.6,3.6,1.1,4.82
2024-05-08,BR,São Paulo,so2,99,0.6,6.1,1.1,6.38
2024-06-08,BR,São Paulo,so2,111,0.6,11.2,1.6,25.64
2024-10-17,BR,São Paulo,so2,35,0.6,9.2,1.1,44.69
2024-08-07,BR,São Paulo,so2,120,0.6,6.1,1.6,10.15
2024-01-16,BR,São Paulo,so2,64,0.6,3.6,0.6,2.12
2024-01-29,BR,São Paulo,so2,75,0.6,4.1,0.6,2.55
2024-02-23,BR,São Paulo,so2,63,0.6,3.6,0.6,1.93
2024-03-17,BR,São Paulo,so2,50,0.6,4.1,1.1,3.78
2024-05-02,BR,São Paulo,so2,96,0.6,18.8,1.6,48.34
2024-05-15,BR,São Paulo,so2,46,0.6,3.1,1.1,2.94
2024-06-18,BR,São Paulo,so2,97,0.6,5.1,1.1,10.62
2024-11-28,BR,São Paulo,so2,83,0.6,4.1,1.1,5.84
2024-02-07,BR,São Paulo,so2,90,0.6,4.6,1.1,6.47
2024-05-24,BR,São Paulo,so2,93,0.6,4.1,1.1,6.9
2024-07-30,BR,São Paulo,so2,29,0.6,1.6,0.6,1.36
2024-06-27,BR,São Paulo,so2,89,0.6,3.1,0.6,2.32
2024-01-22,BR,São Paulo,so2,33,0.6,3.1,0.6,2.2
2024-01-27,BR,São Paulo,so2,32,0.6,3.1,0.6,4.41
2024-02-03,BR,São Paulo,so2,48,0.6,3.6,0.6,2.96
2024-02-17,BR,São Paulo,so2,97,0.6,6.1,1.1,13.49
2024-03-09,BR,São Paulo,so2,33,0.6,2.6,0.6,2.2
2024-04-12,BR,São Paulo,so2,87,0.6,15.2,1.1,37.17
2024-05-28,BR,São Paulo,so2,62,0.6,2.6,1.1,1.42
2024-11-11,BR,São Paulo,so2,61,0.6,9.7,1.1,18.74
2024-01-24,BR,São Paulo,so2,76,0.6,3.1,1.1,2.93
2024-03-24,BR,São Paulo,so2,65,0.6,8.2,1.1,30.9
2024-06-24,BR,São Paulo,so2,107,0.6,5.1,1.1,6.01
2024-10-29,BR,São Paulo,so2,23,0.6,5.6,1.1,15.44
2024-11-26,BR,São Paulo,so2,106,0.6,6.1,1.1,9.22
2024-01-14,BR,São Paulo,so2,74,0.6,3.1,1.1,3.63
2024-02-02,BR,São Paulo,so2,52,0.6,12.2,0.6,26.95
2024-04-11,BR,São Paulo,so2,67,0.6,4.1,1.1,2.68
2024-04-19,BR,São Paulo,so2,82,0.6,19.8,1.1,50.57
2024-04-22,BR,São Paulo,so2,77,0.6,5.1,1.1,8.25
2024-06-03,BR,São Paulo,so2,93,0.6,5.6,1.6,6.26
2024-10-10,BR,São Paulo,so2,41,0.6,3.6,1.1,3.4
2024-04-28,BR,São Paulo,so2,70,0.6,4.1,1.1,4.96
2024-05-22,BR,São Paulo,so2,71,0.6,4.6,1.1,7.55
2024-05-30,BR,São Paulo,so2,53,0.6,5.1,1.1,9.99
2024-10-15,BR,São Paulo,so2,47,0.6,6.6,1.1,19.42
2024-10-31,BR,São Paulo,so2,38,0.6,6.1,1.6,17.51
2024-11-01,BR,São Paulo,so2,54,0.6,15.8,1.1,66.81
2024-02-13,BR,São Paulo,so2,58,0.6,3.6,0.6,2.3
