temperatura;pressao;altitude;umidade;co2;tempo_registro;regiao;;
33,48;92414,2;824,8;51;0,1;03/12/2024 11:09;Centro;;
33,48;92418,18;824,44;51;0;03/12/2024 11:09;Centro;;
33,47;92420,06;824,52;51;1,28;03/12/2024 11:09;Centro;;
33,48;92417,42;824,51;51;0;03/12/2024 11:09;Centro;;
33,47;92417,12;824,54;51;0;03/12/2024 11:09;Centro;;
33,47;92417,61;824,49;51;0;03/12/2024 11:09;Centro;;
33,47;92415,63;824,67;51;0;03/12/2024 11:09;Centro;;
33,46;92415,92;824,64;51;0,01;03/12/2024 11:09;Centro;;
33,46;92416,58;824,58;51;167,97;03/12/2024 11:09;Centro;;
33,47;92418,84;824,38;51;0;03/12/2024 11:08;Centro;;
33,47;92419,67;824,31;51;1,39;03/12/2024 11:08;Centro;;
33,47;92419,94;824,28;51;0;03/12/2024 11:08;Centro;;
33,47;92414,86;824,74;51;0;03/12/2024 11:08;Centro;;
33,47;92419,91;824,29;51;0;03/12/2024 11:08;Centro;;
33,47;92416,28;824,61;51;0,2;03/12/2024 11:08;Centro;;
33,47;92415,13;824,71;51;NULL;03/12/2024 11:08;Centro;;
33,46;92416,58;824,58;51;0;03/12/2024 11:08;Centro;;
33,46;92418,41;824,42;51;0,22;03/12/2024 11:08;Centro;;
33,46;92419,63;824,31;51;0;03/12/2024 11:08;Centro;;
33,46;92416,91;824,55;51;0;03/12/2024 11:08;Centro;;
33,46;92417,73;824,48;51;0,96;03/12/2024 11:08;Centro;;
33,46;92419,4;824,33;51;0;03/12/2024 11:07;Centro;;
33,45;92426,13;823,73;51;0;03/12/2024 11:07;Centro;;
33,46;92419,4;824,33;51;1,25;03/12/2024 11:07;Centro;;
33,45;92422,81;824,03;51;0;03/12/2024 11:07;Centro;;
33,45;92422,48;824,06;51;0;03/12/2024 11:07;Centro;;
33,45;92422,48;824,06;51;0,21;03/12/2024 11:07;Centro;;
33,44;92425,27;823,81;51;0;03/12/2024 11:07;Centro;;
33,44;92425,52;823,78;51;0,6;03/12/2024 11:07;Centro;;
33,44;92421,11;824,18;51;0;03/12/2024 11:07;Centro;;
33,43;92419,45;824,33;51;0;03/12/2024 11:07;Centro;;
33,42;92422,5;824,05;51;0;03/12/2024 11:07;Centro;;
33,43;92419,28;824,34;51;1,53;03/12/2024 11:07;Centro;;
33,43;92424,2;823,9;51;0;03/12/2024 11:06;Centro;;
33,42;92422,5;824,05;51;0,14;03/12/2024 11:06;Centro;;
33,42;92424,02;823,92;51;1,86;03/12/2024 11:06;Centro;;
33,41;92421,37;824,22;51;0;03/12/2024 11:06;Centro;;
33,42;92422,53;824,05;51;0;03/12/2024 11:06;Centro;;
33,42;92421,6;824,13;51;0,22;03/12/2024 11:06;Centro;;
33,41;92423,26;823,99;51;0;03/12/2024 11:06;Centro;;
33,41;92423,75;823,94;51;0;03/12/2024 11:06;Centro;;
33,41;92422,33;824,07;51;0;03/12/2024 11:06;Centro;;
33,41;92423,82;823,94;51;0;03/12/2024 11:06;Centro;;
33,4;92419,57;824,32;51;NULL;03/12/2024 11:06;Centro;;
33,4;92421,99;824,1;51;0,66;03/12/2024 11:06;Centro;;
33,4;92424,64;823,86;51;0;03/12/2024 11:05;Centro;;
33,4;92426,9;823,66;51;0;03/12/2024 11:05;Centro;;
33,4;92428,03;823,56;51;0;03/12/2024 11:05;Centro;;
33,4;92427,73;823,58;51;0;03/12/2024 11:05;Centro;;
33,4;92426,86;823,66;51;0;03/12/2024 11:05;Centro;;
33,39;92425,14;823,82;51;0,2;03/12/2024 11:05;Centro;;
33,39;92425,3;823,8;51;0;03/12/2024 11:05;Centro;;
33,39;92425,2;823,78;51;0;03/12/2024 11:05;Centro;;
33,38;92427,02;823,65;51;0;03/12/2024 11:05;Centro;;
33,38;92423,24;823,99;51;0;03/12/2024 11:05;Centro;;
33,38;92426,36;823,71;51;0;03/12/2024 11:05;Centro;;
33,37;92425,95;823,74;51;1,53;03/12/2024 11:05;Centro;;
33,37;92426,25;823,72;51;0;03/12/2024 11:04;Centro;;
33,37;92424,86;823,84;51;0;03/12/2024 11:04;Centro;;
33,37;92425,86;823,75;51;0;03/12/2024 11:04;Centro;;
33,37;92424,7;823,86;51;1,33;03/12/2024 11:04;Centro;;
33,38;92422,94;824,01;51;0;03/12/2024 11:04;Centro;;
33,37;92425,86;823,75;51;0,21;03/12/2024 11:04;Centro;;
33,37;92424,63;823,86;51;0;03/12/2024 11:04;Centro;;
33,37;92426,02;823,74;51;0;03/12/2024 11:04;Centro;;
33,36;92426,58;823,69;51;0,13;03/12/2024 11:04;Centro;;
33,36;92423,96;823,92;51;0;03/12/2024 11:04;Centro;;
33,36;92424,45;823,88;51;0,5;03/12/2024 11:04;Centro;;
33,35;92425,72;823,77;51;0,22;03/12/2024 11:04;Centro;;
33,35;92425,32;823,8;51;0;03/12/2024 11:03;Centro;;
33,35;92424,72;823,86;51;0;03/12/2024 11:03;Centro;;
33,35;92425,65;823,77;51;0;03/12/2024 11:03;Centro;;
33,34;92425,61;823,78;51;0,09;03/12/2024 11:03;Centro;;
33,34;92423,98;823,92;51;1,27;03/12/2024 11:03;Centro;;
33,34;92424,88;823,84;51;0;03/12/2024 11:03;Centro;;
33,33;92423,13;824;51;NULL;03/12/2024 11:03;Centro;;
33,33;92423,45;823,97;51;0;03/12/2024 11:03;Centro;;
33,34;92422;824,1;51;0;03/12/2024 11:03;Centro;;
33,33;92421,83;824,02;51;0;03/12/2024 11:03;Centro;;
33,33;92425,05;823,83;51;0,01;03/12/2024 11:03;Centro;;
33,32;92424,38;823,89;51;0,28;03/12/2024 11:03;Centro;;
33,32;92421,72;824,12;51;1,33;03/12/2024 11:02;Centro;;
33,32;92423,72;823,94;51;0;03/12/2024 11:02;Centro;;
33,33;92423,88;823,93;51;0;03/12/2024 11:02;Centro;;
33,33;92424,48;823,88;51;0;03/12/2024 11:02;Centro;;
33,33;92422,13;824,09;51;0,07;03/12/2024 11:02;Centro;;
33,32;92422,39;824,06;51;0,17;03/12/2024 11:02;Centro;;
33,32;92423,71;823,95;51;0;03/12/2024 11:02;Centro;;
33,32;92422,78;824,03;51;0;03/12/2024 11:02;Centro;;
33,32;92422,72;824,03;51;0;03/12/2024 11:02;Centro;;
33,32;92422,55;824,05;51;0;03/12/2024 11:02;Centro;;
33,31;92422,78;824,03;51;0;03/12/2024 11:02;Centro;;
33,31;92424,84;823,84;51;0,21;03/12/2024 11:02;Centro;;
33,31;92423,44;823,97;51;0;03/12/2024 11:01;Centro;;
33,31;92423,88;823,93;51;0;03/12/2024 11:01;Centro;;
33,31;92423,84;823,93;51;0;03/12/2024 11:01;Centro;;
33,31;92425,2;823,81;51;0;03/12/2024 11:01;Centro;;
33,31;92422,84;824,02;51;0;03/12/2024 11:01;Centro;;
33,3;92425,52;823,78;51;4,58;03/12/2024 11:01;Centro;;
33,3;92423,59;823,96;51;0;03/12/2024 11:01;Centro;;
33,29;92422,67;824,04;51;0;03/12/2024 11:01;Centro;;
33,29;92425,25;823,81;51;0;03/12/2024 11:01;Centro;;
33,28;92422,59;824,05;51;0;03/12/2024 11:01;Centro;;
33,28;92420,57;824,23;51;0;03/12/2024 11:01;Centro;;
33,28;92422,1;824,09;51;1,32;03/12/2024 11:01;Centro;;
33,28;92423,76;823,94;51;NULL;03/12/2024 11:00;Centro;;
33,28;92424,65;823,86;51;0;03/12/2024 11:00;Centro;;
33,27;92423,48;823,97;51;0;03/12/2024 11:00;Centro;;
33,27;92423,81;823,94;51;0,1;03/12/2024 11:00;Centro;;
33,27;92424,15;823,91;51;0,06;03/12/2024 11:00;Centro;;
33,26;92425,14;823,82;51;NULL;03/12/2024 11:00;Centro;;
33,26;92424,38;823,89;51;0;03/12/2024 11:00;Centro;;
33,26;92423,81;823,94;51;0,96;03/12/2024 11:00;Centro;;
33,26;92424,7;823,86;51;0;03/12/2024 11:00;Centro;;
33,26;92424,27;823,89;51;0;03/12/2024 11:00;Centro;;
33,26;92425,04;823,83;51;0;03/12/2024 11:00;Centro;;
33,25;92424,87;823,84;51;5,72;03/12/2024 11:00;Centro;;
33,26;92425,1;823,82;51;0,05;03/12/2024 10:59;Centro;;
33,26;92424,14;823,91;51;1,17;03/12/2024 10:59;Centro;;
33,26;92424,2;823,9;51;0;03/12/2024 10:59;Centro;;
33,26;92424,88;823,84;51;0;03/12/2024 10:59;Centro;;
33,26;92424,97;823,83;51;0,07;03/12/2024 10:59;Centro;;
33,26;92426,47;823,7;51;0,19;03/12/2024 10:59;Centro;;
33,25;92423,05;824;51;0;03/12/2024 10:59;Centro;;
33,25;92426,76;823,67;51;0,01;03/12/2024 10:59;Centro;;
33,26;92425,8;823,76;51;0;03/12/2024 10:59;Centro;;
33,25;92425,93;823,75;51;0,06;03/12/2024 10:59;Centro;;
33,25;92425,8;823,76;51;0;03/12/2024 10:59;Centro;;
33,24;92424,37;823,89;51;0,21;03/12/2024 10:58;Centro;;
33,24;92423,94;823,93;51;0;03/12/2024 10:58;Centro;;
33,24;92423,1;824;51;0;03/12/2024 10:58;Centro;;
33,24;92424,2;823,9;51;1,36;03/12/2024 10:58;Centro;;
33,24;92423,87;823,93;51;0;03/12/2024 10:58;Centro;;
33,24;92423,63;823,95;51;0;03/12/2024 10:58;Centro;;
33,24;92422,77;824,03;51;0,25;03/12/2024 10:58;Centro;;
33,24;92422,77;824,03;51;0,06;03/12/2024 10:58;Centro;;
33,24;92425,13;823,82;51;0;03/12/2024 10:58;Centro;;
33,24;92425,69;823,77;51;5;03/12/2024 10:58;Centro;;
33,24;92424,86;823,84;51;0;03/12/2024 10:58;Centro;;
33,23;92424,36;823,89;51;0;03/12/2024 10:58;Centro;;
33,23;92422,53;824,05;51;0,22;03/12/2024 10:57;Centro;;
33,23;92428,08;823,55;51;0;03/12/2024 10:57;Centro;;
33,23;92425,66;823,77;51;0,15;03/12/2024 10:57;Centro;;
33,23;92424,02;823,92;51;0,01;03/12/2024 10:57;Centro;;
33,23;92425,85;823,75;52;0;03/12/2024 10:57;Centro;;
33,22;92423,16;823,99;52;0;03/12/2024 10:57;Centro;;
33,22;92422,03;824,1;52;0,19;03/12/2024 10:57;Centro;;
33,22;92424,98;823,83;52;0;03/12/2024 10:57;Centro;;
33,21;92427,5;823,68;52;0;03/12/2024 10:57;Centro;;
33,21;92426,14;823,73;51;0,07;03/12/2024 10:57;Centro;;
33,21;92426,2;823,72;52;NULL;03/12/2024 10:57;Centro;;
33,2;92424,73;823,85;52;0;03/12/2024 10:57;Centro;;
33,2;92423,08;824;52;0,19;03/12/2024 10:56;Centro;;
33,2;92425,7;823,77;52;0;03/12/2024 10:56;Centro;;
33,19;92424,91;823,84;52;0,08;03/12/2024 10:56;Centro;;
33,19;92422,98;824,01;52;0;03/12/2024 10:56;Centro;;
33,18;92427,28;823,63;52;0;03/12/2024 10:56;Centro;;
33,18;92425,75;823,76;52;0;03/12/2024 10:56;Centro;;
33,18;92426,62;823,69;52;0,28;03/12/2024 10:56;Centro;;
33,17;92423,13;824;52;0;03/12/2024 10:56;Centro;;
33,17;92424,92;823,84;52;0;03/12/2024 10:56;Centro;;
33,16;92427,41;823,61;52;0;03/12/2024 10:56;Centro;;
33,16;92430,05;823,38;52;0;03/12/2024 10:56;Centro;;
33,16;92427,6;823,6;52;0;03/12/2024 10:56;Centro;;
33,15;92427,13;823,64;52;0,23;03/12/2024 10:55;Centro;;
33,15;92426,23;823,72;52;0;03/12/2024 10:55;Centro;;
33,15;92425,97;823,74;52;0;03/12/2024 10:55;Centro;;
33,15;92425,5;823,79;52;0;03/12/2024 10:55;Centro;;
33,14;92426,73;823,61;52;1,25;03/12/2024 10:55;Centro;;
33,14;92423,18;823,99;52;0;03/12/2024 10:55;Centro;;
33,14;92425,47;823,79;52;0,22;03/12/2024 10:55;Centro;;
33,13;92424,89;823,84;52;0;03/12/2024 10:55;Centro;;
33,13;92425,99;823,74;52;0;03/12/2024 10:55;Centro;;
33,13;92430,7;823,32;52;0;03/12/2024 10:55;Centro;;
33,12;92429,5;823,43;52;0;03/12/2024 10:55;Centro;;
33,12;92428,11;823,55;52;1,18;03/12/2024 10:55;Centro;;
33,11;92428,27;823,54;52;0,18;03/12/2024 10:54;Centro;;
33,11;92426,67;823,68;52;0;03/12/2024 10:54;Centro;;
33,1;92426,6;823,69;52;0;03/12/2024 10:54;Centro;;
33,1;92428,03;823,56;52;0;03/12/2024 10:54;Centro;;
33,1;92427,59;823,6;52;0;03/12/2024 10:54;Centro;;
33,1;92430,91;823,3;52;2,33;03/12/2024 10:54;Centro;;
33,1;92428,23;823,54;52;0,2;03/12/2024 10:54;Centro;;
33,09;92425,11;823,82;52;0,28;03/12/2024 10:54;Centro;;
33,09;92424,34;823,89;52;0;03/12/2024 10:54;Centro;;
33,09;92427,92;823,57;52;0;03/12/2024 10:54;Centro;;
33,08;92426,66;823,68;52;0;03/12/2024 10:54;Centro;;
33,08;92426,22;823,72;52;0;03/12/2024 10:54;Centro;;
33,07;92429,64;823,41;52;0,21;03/12/2024 10:53;Centro;;
33,07;92424,63;823,86;52;1,82;03/12/2024 10:53;Centro;;
33,07;92422,84;824,02;52;0;03/12/2024 10:53;Centro;;
33,07;92426,22;823,68;52;0;03/12/2024 10:53;Centro;;
33,06;92425,29;823,8;52;0,08;03/12/2024 10:53;Centro;;
33,06;92427,77;823,58;52;0;03/12/2024 10:53;Centro;;
33,05;92427,2;823,63;52;0,26;03/12/2024 10:53;Centro;;
33,05;92429,95;823,39;52;0;03/12/2024 10:53;Centro;;
33,05;92426,7;823,68;52;0;03/12/2024 10:53;Centro;;
33,04;92425,61;823,78;52;0;03/12/2024 10:53;Centro;;
33,04;92425,5;823,79;52;0;03/12/2024 10:53;Centro;;
33,04;92425,17;823,81;52;0;03/12/2024 10:53;Centro;;
33,02;92425,7;823,77;52;0,25;03/12/2024 10:52;Centro;;
33,02;92425,09;823,82;52;0;03/12/2024 10:52;Centro;;
33,02;92422,08;824,09;52;0;03/12/2024 10:52;Centro;;
33,02;92425,88;823,75;52;0;03/12/2024 10:52;Centro;;
33,01;92428,86;823,48;52;0;03/12/2024 10:52;Centro;;
33;92425,48;823,79;52;0;03/12/2024 10:52;Centro;;
33;92429,89;823,39;52;0,33;03/12/2024 10:52;Centro;;
32,99;92426,73;823,67;52;0;03/12/2024 10:52;Centro;;
32,98;92425,59;823,78;52;0;03/12/2024 10:52;Centro;;
32,98;92428,61;823,51;52;0;03/12/2024 10:52;Centro;;
32,97;92427,41;823,61;53;0;03/12/2024 10:52;Centro;;
32,97;92426,13;823,73;53;0,07;03/12/2024 10:52;Centro;;
32,96;92421,28;824,16;53;1,21;03/12/2024 10:51;Centro;;
32,95;92425,75;823,76;53;0;03/12/2024 10:51;Centro;;
32,95;92424,48;823,88;53;0;03/12/2024 10:51;Centro;;
32,94;92426,73;823,67;53;0;03/12/2024 10:51;Centro;;
32,93;92425,13;823,82;53;0,06;03/12/2024 10:51;Centro;;
32,93;92422,81;824,03;53;0;03/12/2024 10:51;Centro;;
32,93;92424,14;823,91;53;1,9;03/12/2024 10:51;Centro;;
32,93;92424,37;823,89;53;0;03/12/2024 10:51;Centro;;
32,92;92426,35;823,71;53;0;03/12/2024 10:51;Centro;;
32,91;92425,06;823,82;53;0;03/12/2024 10:51;Centro;;
32,91;92425,84;823,75;53;0;03/12/2024 10:51;Centro;;
32,9;92426,57;823,69;53;0,05;03/12/2024 10:51;Centro;;
32,9;92428;823,56;53;4,45;03/12/2024 10:50;Centro;;
32,89;92427,89;823,57;53;0;03/12/2024 10:50;Centro;;
32,88;92428,09;823,55;53;NULL;03/12/2024 10:50;Centro;;
32,88;92425,99;823,74;53;0;03/12/2024 10:50;Centro;;
32,87;92425,45;823,79;53;0;03/12/2024 10:50;Centro;;
32,86;92427,7;823,59;53;0;03/12/2024 10:50;Centro;;
32,86;92424,09;823,91;53;0,35;03/12/2024 10:50;Centro;;
32,85;92426,94;823,66;53;0;03/12/2024 10:50;Centro;;
32,84;92423,75;823,94;53;3,92;03/12/2024 10:50;Centro;;
32,84;92424,34;823,89;53;0;03/12/2024 10:50;Centro;;
32,84;92424,58;823,87;53;0;03/12/2024 10:50;Centro;;
32,83;92424,67;823,86;53;0,11;03/12/2024 10:50;Centro;;
32,82;92424,36;823,89;53;0,18;03/12/2024 10:49;Centro;;
32,81;92424,52;823,87;53;0,13;03/12/2024 10:49;Centro;;
32,8;92425,52;823,78;53;0;03/12/2024 10:49;Centro;;
32,79;92423,84;823,93;53;1,34;03/12/2024 10:49;Centro;;
32,79;92424,44;823,88;53;0;03/12/2024 10:49;Centro;;
32,78;92428,71;823,5;53;0;03/12/2024 10:49;Centro;;
32,78;92429,7;823,41;53;0,82;03/12/2024 10:49;Centro;;
32,78;92428,08;823,55;53;0;03/12/2024 10:49;Centro;;
32,77;92427,7;823,59;53;0;03/12/2024 10:49;Centro;;
32,77;92429,3;823,44;53;0;03/12/2024 10:49;Centro;;
32,76;92430,09;823,37;53;0;03/12/2024 10:49;Centro;;
32,76;92432,44;823,16;53;0;03/12/2024 10:49;Centro;;
32,75;92433,05;823,11;53;0,18;03/12/2024 10:48;Centro;;
32,75;92432,66;823,14;53;0;03/12/2024 10:48;Centro;;
32,74;92430,47;823,34;53;0;03/12/2024 10:48;Centro;;
32,73;92430,79;823,31;53;0;03/12/2024 10:48;Centro;;
32,73;92430,55;823,33;53;0;03/12/2024 10:48;Centro;;
32,72;92430,55;823,33;53;0;03/12/2024 10:48;Centro;;
32,72;92430,48;823,34;53;1,41;03/12/2024 10:48;Centro;;
32,72;92431,05;823,29;53;0;03/12/2024 10:48;Centro;;
32,71;92433,59;823,06;53;0;03/12/2024 10:48;Centro;;
32,71;92433,09;823,11;53;0;03/12/2024 10:48;Centro;;
32,7;92434,64;822,97;53;0;03/12/2024 10:48;Centro;;
32,69;92433,58;823,06;53;0;03/12/2024 10:48;Centro;;
32,69;92431,98;823,2;53;0;03/12/2024 10:47;Centro;;
32,68;92433,8;823,04;53;0;03/12/2024 10:47;Centro;;
32,67;92434,55;822,97;53;0;03/12/2024 10:47;Centro;;
32,67;92432,63;823,15;53;NULL;03/12/2024 10:47;Centro;;
32,66;92431,86;823,22;53;0;03/12/2024 10:47;Centro;;
32,65;92432,36;823,17;53;0;03/12/2024 10:47;Centro;;
32,65;92430,7;823,32;53;0,56;03/12/2024 10:47;Centro;;
32,64;92431,62;823,24;53;0;03/12/2024 10:47;Centro;;
32,64;92433,93;823,03;53;0,1;03/12/2024 10:47;Centro;;
32,62;92432;823,2;53;0;03/12/2024 10:47;Centro;;
32,63;92434,26;823;53;1,27;03/12/2024 10:47;Centro;;
32,62;92432,16;823,19;54;0;03/12/2024 10:47;Centro;;
32,61;92433,94;823,03;54;0,16;03/12/2024 10:46;Centro;;
32,6;92435,42;822,9;54;0;03/12/2024 10:46;Centro;;
32,6;92432,48;823,16;54;0;03/12/2024 10:46;Centro;;
32,58;92432,92;823,12;54;0;03/12/2024 10:46;Centro;;
32,58;92433,36;823,08;54;1,29;03/12/2024 10:46;Centro;;
32,57;92434,52;822,93;54;0;03/12/2024 10:46;Centro;;
32,56;92432,98;823,12;54;0,96;03/12/2024 10:46;Centro;;
32,56;92434,06;823,02;54;0;03/12/2024 10:46;Centro;;
32,55;92433,23;823,09;54;0;03/12/2024 10:46;Centro;;
32,54;92433,36;823,08;54;0;03/12/2024 10:46;Centro;;
32,54;92438,39;822,63;54;0;03/12/2024 10:46;Centro;;
32,53;92435,5;822,89;54;1,32;03/12/2024 10:46;Centro;;
32,52;92433,56;823,06;54;0,16;03/12/2024 10:45;Centro;;
32,51;92432,8;823,13;54;0;03/12/2024 10:45;Centro;;
32,51;92435,15;822,92;54;0;03/12/2024 10:45;Centro;;
32,5;92432,72;823,14;54;0;03/12/2024 10:45;Centro;;
32,49;92431,63;823,24;54;0,39;03/12/2024 10:45;Centro;;
32,48;92434,53;822,98;54;1,28;03/12/2024 10:45;Centro;;
32,47;92434,36;822,99;54;0,75;03/12/2024 10:45;Centro;;
32,47;92435,84;822,86;54;NULL;03/12/2024 10:45;Centro;;
32,46;92433,91;823,07;54;0;03/12/2024 10:45;Centro;;
32,46;92432,92;823,12;54;0;03/12/2024 10:45;Centro;;
32,45;92433,05;823,11;54;0,07;03/12/2024 10:45;Centro;;
32,45;92430,09;823,37;54;0;03/12/2024 10:45;Centro;;
32,44;92430,59;823,33;54;0,15;03/12/2024 10:44;Centro;;
32,43;92432,53;823,16;54;1,25;03/12/2024 10:44;Centro;;
32,42;92432,25;823,18;54;0;03/12/2024 10:44;Centro;;
32,4;92431,62;823,24;54;0,05;03/12/2024 10:44;Centro;;
32,39;92432,07;823,2;54;0;03/12/2024 10:44;Centro;;
32,39;92435,61;822,88;54;0,07;03/12/2024 10:44;Centro;;
32,38;92435,77;822,94;54;1,28;03/12/2024 10:44;Centro;;
32,37;92436,91;822,76;54;0,31;03/12/2024 10:44;Centro;;
32,37;92437,91;822,67;54;0;03/12/2024 10:44;Centro;;
32,36;92438,8;822,59;54;0;03/12/2024 10:44;Centro;;
32,35;92437,92;822,67;54;0;03/12/2024 10:44;Centro;;
32,33;92435,5;822,89;54;0;03/12/2024 10:44;Centro;;
32,32;92436,75;822,78;54;0,19;03/12/2024 10:43;Centro;;
32,31;92436,06;822,84;54;0,1;03/12/2024 10:43;Centro;;
32,3;92436,02;822,84;55;0;03/12/2024 10:43;Centro;;
32,29;92435,78;822,86;55;0;03/12/2024 10:43;Centro;;
32,29;92433,86;823,04;55;0;03/12/2024 10:43;Centro;;
32,28;92438,09;822,66;55;0;03/12/2024 10:43;Centro;;
32,26;92435;822,93;55;1,27;03/12/2024 10:43;Centro;;
32,25;92434,72;822,96;55;0,08;03/12/2024 10:43;Centro;;
32,24;92436,53;822,8;55;0;03/12/2024 10:43;Centro;;
32,23;92435,16;822,92;55;0;03/12/2024 10:43;Centro;;
32,22;92435,36;822,9;55;0;03/12/2024 10:43;Centro;;
32,21;92436,8;822,77;55;0,06;03/12/2024 10:43;Centro;;
32,2;92438,55;822,62;55;1,18;03/12/2024 10:42;Centro;;
32,19;92437,88;822,68;55;0;03/12/2024 10:42;Centro;;
32,18;92439,16;822,56;55;0;03/12/2024 10:42;Centro;;
32,17;92440,87;822,41;55;0;03/12/2024 10:42;Centro;;
32,16;92442,12;822,3;55;0;03/12/2024 10:42;Centro;;
32,15;92439,56;822,53;55;0;03/12/2024 10:42;Centro;;
32,14;92442,39;822,27;55;2,63;03/12/2024 10:42;Centro;;
32,13;92442,31;822,28;55;0,07;03/12/2024 10:42;Centro;;
32,11;92438,13;822,65;55;0;03/12/2024 10:42;Centro;;
32,1;92441,75;822,33;55;0;03/12/2024 10:42;Centro;;
32,08;92436,77;822,78;55;0;03/12/2024 10:42;Centro;;
32,07;92438,15;822,65;55;0,04;03/12/2024 10:42;Centro;;
32,06;92438,54;822,62;55;1,32;03/12/2024 10:41;Centro;;
32,04;92439,51;822,53;55;0;03/12/2024 10:41;Centro;;
32,03;92443,31;822,19;55;0;03/12/2024 10:41;Centro;;
32,02;92441,05;822,39;55;0;03/12/2024 10:41;Centro;;
32,01;92441,86;822,32;55;0;03/12/2024 10:41;Centro;;
32,01;92438,05;822,66;55;0,04;03/12/2024 10:41;Centro;;
32;92440,03;822,48;55;0,14;03/12/2024 10:41;Centro;;
31,98;92438,16;822,65;55;0,02;03/12/2024 10:41;Centro;;
31,97;92436,81;822,77;55;1,03;03/12/2024 10:41;Centro;;
31,95;92438,52;822,62;55;1,21;03/12/2024 10:41;Centro;;
31,95;92438,02;822,66;55;0;03/12/2024 10:41;Centro;;
31,93;92439,27;822,55;55;0,05;03/12/2024 10:41;Centro;;
31,92;92439,88;822,5;55;0,16;03/12/2024 10:40;Centro;;
31,91;92438,64;822,61;56;0;03/12/2024 10:40;Centro;;
31,9;92441,84;822,32;56;0;03/12/2024 10:40;Centro;;
31,88;92440,66;822,43;56;1,07;03/12/2024 10:40;Centro;;
31,87;92440,16;822,47;56;0;03/12/2024 10:40;Centro;;
31,86;92437,23;822,73;56;0;03/12/2024 10:40;Centro;;
31,85;92438,28;822,64;56;1,6;03/12/2024 10:40;Centro;;
31,83;92438,95;822,58;56;0;03/12/2024 10:40;Centro;;
31,82;92435,56;822,88;56;0;03/12/2024 10:40;Centro;;
31,81;92437,11;822,75;56;0,01;03/12/2024 10:40;Centro;;
31,8;92437,16;822,74;56;0;03/12/2024 10:40;Centro;;
31,78;92437,04;822,75;56;0;03/12/2024 10:39;Centro;;
31,76;92439,38;822,54;56;0,13;03/12/2024 10:39;Centro;;
31,75;92437,28;822,73;56;0;03/12/2024 10:39;Centro;;
31,74;92436,77;822,78;56;0;03/12/2024 10:39;Centro;;
31,73;92438,48;822,62;56;0,04;03/12/2024 10:39;Centro;;
31,71;92437,43;822,72;56;0;03/12/2024 10:39;Centro;;
31,7;92441,16;822,38;56;0;03/12/2024 10:39;Centro;;
31,69;92438,66;822,61;56;0,14;03/12/2024 10:39;Centro;;
31,67;92439,93;822,49;56;0;03/12/2024 10:39;Centro;;
31,65;92438,48;822,62;56;0;03/12/2024 10:39;Centro;;
31,63;92439,19;822,56;56;0;03/12/2024 10:39;Centro;;
31,62;92443,08;822,21;56;0;03/12/2024 10:39;Centro;;
31,61;92438,73;822,6;56;0;03/12/2024 10:38;Centro;;
31,6;92437,73;822,69;57;0,13;03/12/2024 10:38;Centro;;
31,58;92439,79;822,51;57;0;03/12/2024 10:38;Centro;;
31,57;92439,34;822,55;57;0;03/12/2024 10:38;Centro;;
31,56;92440,63;822,43;57;0;03/12/2024 10:38;Centro;;
31,54;92441,25;822,37;57;0;03/12/2024 10:38;Centro;;
31,52;92438,36;822,63;57;0;03/12/2024 10:38;Centro;;
31,51;92443,1;822,21;57;0;03/12/2024 10:38;Centro;;
31,49;92438,72;822,6;57;0;03/12/2024 10:38;Centro;;
31,48;92442,38;822,27;57;0;03/12/2024 10:38;Centro;;
31,47;92443,35;822,19;57;0,73;03/12/2024 10:38;Centro;;
31,45;92444,05;822,12;57;0;03/12/2024 10:38;Centro;;
31,44;92446,36;821,92;57;0;03/12/2024 10:37;Centro;;
31,43;92447,83;821,79;57;0;03/12/2024 10:37;Centro;;
31,42;92441,92;822,31;57;0;03/12/2024 10:37;Centro;;
31,39;92445,04;822,04;57;0;03/12/2024 10:37;Centro;;
31,38;92445,79;821,97;57;0;03/12/2024 10:37;Centro;;
31,36;92444,67;822,07;57;0;03/12/2024 10:37;Centro;;
31,35;92447,3;821,83;57;0;03/12/2024 10:37;Centro;;
31,33;92447,57;821,81;57;0;03/12/2024 10:37;Centro;;
31,32;92445,05;822,03;57;0;03/12/2024 10:37;Centro;;
31,29;92441,05;822,39;58;0;03/12/2024 10:37;Centro;;
31,28;92445,72;821,97;58;0;03/12/2024 10:37;Centro;;
31,27;92441,7;822,33;58;1,04;03/12/2024 10:37;Centro;;
31,25;92443,41;822,18;58;1,05;03/12/2024 10:36;Centro;;
31,24;92438,69;822,57;58;0;03/12/2024 10:36;Centro;;
31,21;92438,33;822,64;58;0;03/12/2024 10:36;Centro;;
31,19;92440,8;822,41;58;0;03/12/2024 10:36;Centro;;
31,18;92442,21;822,29;58;0;03/12/2024 10:36;Centro;;
31,15;92440,09;822,48;58;1,11;03/12/2024 10:36;Centro;;
31,13;92440,84;822,41;58;0;03/12/2024 10:36;Centro;;
31,11;92439,44;822,54;58;0,14;03/12/2024 10:36;Centro;;
31,1;92444,28;822,1;58;0,04;03/12/2024 10:36;Centro;;
31,08;92442,34;822,28;58;0;03/12/2024 10:36;Centro;;
31,06;92442,7;822,24;58;0;03/12/2024 10:36;Centro;;
31,04;92442,94;822,22;58;0;03/12/2024 10:36;Centro;;
