temperatura;pressao;altitude;umidade;co2;tempo_registro;regiao;;
33,7;92674,63;801,49;43;485,84;28/11/2024 09:44;ABC;;
34,29;92705,16;798,76;47;63,56;28/11/2024 09:44;Sao Paulo;;
34,3;92710,97;798,25;47;37,69;28/11/2024 09:44;Sao Paulo;;
33,7;92675,18;801,44;43;469,31;28/11/2024 09:44;ABC;;
34,3;92712,16;798,14;47;64,53;28/11/2024 09:44;Sao Paulo;;
34,29;92715,91;797,8;47;64,2;28/11/2024 09:44;Sao Paulo;;
33,7;92678,22;801,17;43;474,77;28/11/2024 09:44;ABC;;
34,29;92723,25;797,15;47;38,8;28/11/2024 09:44;Sao Paulo;;
34,3;92721,38;797,32;47;65,84;28/11/2024 09:43;Sao Paulo;;
33,69;92677,28;801,26;43;478,44;28/11/2024 09:43;ABC;;
34,29;92713,89;797,98;47;35,53;28/11/2024 09:43;Sao Paulo;;
34,3;92719,5;797,48;47;36,6;28/11/2024 09:43;Sao Paulo;;
33,7;92679,75;801,04;43;474,77;28/11/2024 09:43;ABC;;
34,29;92712,84;798,08;47;62,27;28/11/2024 09:43;Sao Paulo;;
34,28;92709,97;798,34;47;47,29;28/11/2024 09:43;Sao Paulo;;
33,7;92674,97;801,46;43;478,44;28/11/2024 09:43;ABC;;
34,27;92712,03;798,15;47;33,87;28/11/2024 09:43;Sao Paulo;;
34,29;92708,74;798,44;47;65,84;28/11/2024 09:43;Sao Paulo;;
33,69;92675,54;801,41;43;478,44;28/11/2024 09:43;ABC;;
34,29;92713,01;798,06;47;38,8;28/11/2024 09:43;Sao Paulo;;
34,29;92709,11;798,41;47;36,17;28/11/2024 09:43;Sao Paulo;;
33,69;92675,06;801,45;43;474,77;28/11/2024 09:43;ABC;;
34,28;92710,33;798,3;47;41,1;28/11/2024 09:43;Sao Paulo;;
34,27;92714,08;797,97;47;44,99;28/11/2024 09:43;Sao Paulo;;
33,7;92676,16;801,36;43;472,95;28/11/2024 09:43;ABC;;
34,27;92715,79;797,81;47;65,84;28/11/2024 09:43;Sao Paulo;;
34,28;92715,28;797,86;47;62,59;28/11/2024 09:42;Sao Paulo;;
33,69;92679,34;801,07;43;474,77;28/11/2024 09:42;ABC;;
34,27;92711,18;798,23;47;64,2;28/11/2024 09:42;Sao Paulo;;
34,27;92716,47;797,75;47;63,88;28/11/2024 09:42;Sao Paulo;;
33,7;92678,73;801,13;43;474,77;28/11/2024 09:42;ABC;;
34,26;92709,67;798,36;47;38,58;28/11/2024 09:42;Sao Paulo;;
34,25;92711,23;798,22;47;47,81;28/11/2024 09:42;Sao Paulo;;
33,7;92679,66;801,04;43;476,6;28/11/2024 09:42;ABC;;
34,25;92706,11;798,68;46;46,25;28/11/2024 09:42;Sao Paulo;;
34,25;92708,66;798,45;46;48,33;28/11/2024 09:42;Sao Paulo;;
33,7;92676,67;801,31;43;482,13;28/11/2024 09:42;ABC;;
34,25;92711,05;798,24;46;63,56;28/11/2024 09:42;Sao Paulo;;
34,26;92708,3;798,48;46;70,25;28/11/2024 09:42;Sao Paulo;;
33,69;92675,58;801,41;43;480,28;28/11/2024 09:42;ABC;;
34,25;92708,66;798,45;47;38,13;28/11/2024 09:42;Sao Paulo;;
34,26;92711,2;798,22;46;43,75;28/11/2024 09:42;Sao Paulo;;
33,7;92679,92;801,02;43;476,6;28/11/2024 09:42;ABC;;
34,26;92709,16;798,41;46;32,86;28/11/2024 09:42;Sao Paulo;;
34,26;92714,45;797,93;46;34,28;28/11/2024 09:41;Sao Paulo;;
33,7;92682,33;800,8;43;472,95;28/11/2024 09:41;ABC;;
34,24;92710,72;798,27;46;62,27;28/11/2024 09:41;Sao Paulo;;
33,69;92678,48;801,15;43;472,95;28/11/2024 09:41;ABC;;
34,24;92713,62;798,01;46;49,4;28/11/2024 09:41;Sao Paulo;;
34,24;92714,3;797,95;46;64,85;28/11/2024 09:41;Sao Paulo;;
33,7;92681,47;800,88;43;474,77;28/11/2024 09:41;ABC;;
34,24;92711,73;798,18;46;63,88;28/11/2024 09:41;Sao Paulo;;
34,25;92712,59;798,1;46;33,26;28/11/2024 09:41;Sao Paulo;;
33,69;92677,8;801,21;43;474,77;28/11/2024 09:41;ABC;;
34,23;92712,27;798,13;46;37,69;28/11/2024 09:41;Sao Paulo;;
34,24;92715,32;797,86;46;42,77;28/11/2024 09:41;Sao Paulo;;
33,69;92680,02;801,01;43;460,32;28/11/2024 09:41;ABC;;
34,24;92711,73;798,18;46;47,29;28/11/2024 09:41;Sao Paulo;;
34,24;92706,11;798,68;46;63,56;28/11/2024 09:41;Sao Paulo;;
33,69;92684,13;800,64;43;472,95;28/11/2024 09:41;ABC;;
34,25;92706,45;798,65;46;77,07;28/11/2024 09:41;Sao Paulo;;
34,25;92705,06;798,77;46;47,29;28/11/2024 09:41;Sao Paulo;;
34,25;92710,52;798,29;46;47,03;28/11/2024 09:40;Sao Paulo;;
33,7;92684,72;800,59;43;456,75;28/11/2024 09:40;ABC;;
34,25;92719,93;797,45;46;74,14;28/11/2024 09:40;Sao Paulo;;
34,23;92719,95;797,44;46;48,6;28/11/2024 09:40;Sao Paulo;;
33,69;92678,78;801,12;43;472,95;28/11/2024 09:40;ABC;;
34,23;92711,93;798,16;46;44,99;28/11/2024 09:40;Sao Paulo;;
34,24;92710,2;798,31;46;60,7;28/11/2024 09:40;Sao Paulo;;
33,69;92682,04;800,83;43;463,9;28/11/2024 09:40;ABC;;
34,24;92715,86;797,81;46;65,18;28/11/2024 09:40;Sao Paulo;;
34,24;92716,55;797,75;46;65,84;28/11/2024 09:40;Sao Paulo;;
33,69;92680,54;800,96;43;460,32;28/11/2024 09:40;ABC;;
34,22;92713,13;798,05;46;40,17;28/11/2024 09:40;Sao Paulo;;
34,24;92713,64;798,01;46;45,49;28/11/2024 09:40;Sao Paulo;;
33,69;92682,38;800,8;43;442,71;28/11/2024 09:40;ABC;;
34,24;92720,81;797,37;46;46;28/11/2024 09:40;Sao Paulo;;
34,22;92713,8;797,99;46;47,55;28/11/2024 09:40;Sao Paulo;;
33,68;92678,09;801,18;43;467,5;28/11/2024 09:40;ABC;;
34,24;92721,83;797,28;46;62,91;28/11/2024 09:40;Sao Paulo;;
34,25;92711,91;798,16;46;64,2;28/11/2024 09:39;Sao Paulo;;
33,69;92679,33;801,07;43;482,13;28/11/2024 09:39;ABC;;
34,25;92712,25;798,13;46;64,2;28/11/2024 09:39;Sao Paulo;;
34,24;92718,08;797,61;46;52,42;28/11/2024 09:39;Sao Paulo;;
33,69;92681,63;800,87;43;444,45;28/11/2024 09:39;ABC;;
34,24;92721,32;797,32;46;51,86;28/11/2024 09:39;Sao Paulo;;
34,24;92714,64;797,92;46;48,86;28/11/2024 09:39;Sao Paulo;;
33,69;92682,3;800,81;43;446,19;28/11/2024 09:39;ABC;;
34,24;92719,61;797,47;46;48,07;28/11/2024 09:39;Sao Paulo;;
34,24;92715;797,89;46;42,05;28/11/2024 09:39;Sao Paulo;;
33,69;92684,44;800,54;43;462,1;28/11/2024 09:39;ABC;;
34,23;92717,22;797,69;46;64,53;28/11/2024 09:39;Sao Paulo;;
34,21;92712,83;798,08;46;63,56;28/11/2024 09:39;Sao Paulo;;
33,69;92685,98;800,48;43;462,1;28/11/2024 09:39;ABC;;
34,23;92719,09;797,52;46;47,81;28/11/2024 09:39;Sao Paulo;;
34,21;92720,17;797,42;46;50,21;28/11/2024 09:39;Sao Paulo;;
33,69;92681,03;800,92;43;474,77;28/11/2024 09:39;ABC;;
34,2;92720,34;797,41;46;37,91;28/11/2024 09:39;Sao Paulo;;
34,21;92710,27;798,31;46;63,23;28/11/2024 09:38;Sao Paulo;;
33,69;92681,8;800,85;43;474,77;28/11/2024 09:38;ABC;;
34,21;92706,69;798,63;46;60,7;28/11/2024 09:38;Sao Paulo;;
34,2;92706,86;798,61;46;48,6;28/11/2024 09:38;Sao Paulo;;
33,69;92682,83;800,76;43;449,69;28/11/2024 09:38;ABC;;
34,2;92708,39;798,63;46;32,46;28/11/2024 09:38;Sao Paulo;;
34,2;92702,42;799,01;46;46,77;28/11/2024 09:38;Sao Paulo;;
33,69;92683,43;800,71;43;474,77;28/11/2024 09:38;ABC;;
34,2;92702,42;799,01;46;34,9;28/11/2024 09:38;Sao Paulo;;
34,21;92709,59;798,37;46;31,87;28/11/2024 09:38;Sao Paulo;;
33,69;92679,64;801,05;43;471,13;28/11/2024 09:38;ABC;;
34,22;92705,95;798,69;46;43,01;28/11/2024 09:38;Sao Paulo;;
34,22;92706,3;798,66;46;62,59;28/11/2024 09:38;Sao Paulo;;
33,69;92680,09;801,01;43;442,71;28/11/2024 09:38;ABC;;
34,21;92707,03;798,6;46;62,59;28/11/2024 09:38;Sao Paulo;;
34,19;92710,44;798,29;46;63,23;28/11/2024 09:38;Sao Paulo;;
33,69;92679,67;801,04;43;460,32;28/11/2024 09:38;ABC;;
34,21;92713;798,06;46;46;28/11/2024 09:38;Sao Paulo;;
34,21;92708,39;798,48;46;36,17;28/11/2024 09:37;Sao Paulo;;
33,69;92678,89;801,11;43;460,32;28/11/2024 09:37;ABC;;
34,2;92708,39;798,48;46;39,26;28/11/2024 09:37;Sao Paulo;;
33,69;92678,2;801,17;43;458,53;28/11/2024 09:37;ABC;;
34,21;92706,01;798,69;46;47,03;28/11/2024 09:37;Sao Paulo;;
34,22;92705,47;798,74;46;48,86;28/11/2024 09:37;Sao Paulo;;
33,69;92680,25;800,99;43;485,84;28/11/2024 09:37;ABC;;
34,21;92707,88;798,52;46;44,74;28/11/2024 09:37;Sao Paulo;;
34,2;92703,61;798,9;46;76,33;28/11/2024 09:37;Sao Paulo;;
33,69;92679,84;801,03;43;474,77;28/11/2024 09:37;ABC;;
34,21;92703,11;798,95;46;62,59;28/11/2024 09:37;Sao Paulo;;
34,21;92703,11;798,95;46;37,03;28/11/2024 09:37;Sao Paulo;;
33,69;92677,34;801,25;43;442,71;28/11/2024 09:37;ABC;;
34,22;92708,54;798,46;46;43,75;28/11/2024 09:37;Sao Paulo;;
34,22;92703,56;798,91;46;41,81;28/11/2024 09:37;Sao Paulo;;
33,69;92682,06;800,83;43;462,1;28/11/2024 09:37;ABC;;
34,22;92701,03;799,13;46;48,07;28/11/2024 09:37;Sao Paulo;;
34,22;92703,39;798,92;46;63,56;28/11/2024 09:37;Sao Paulo;;
33,69;92680,67;800,95;43;471,13;28/11/2024 09:36;ABC;;
34,21;92703,62;798,9;46;62,27;28/11/2024 09:36;Sao Paulo;;
34,22;92704,45;798,83;46;63,23;28/11/2024 09:36;Sao Paulo;;
33,69;92676,76;801,3;43;471,13;28/11/2024 09:36;ABC;;
34,22;92700,16;799,21;46;63,56;28/11/2024 09:36;Sao Paulo;;
34,22;92703,77;798,89;46;50,75;28/11/2024 09:36;Sao Paulo;;
33,69;92680,09;801,01;43;467,5;28/11/2024 09:36;ABC;;
34,2;92704,13;798,86;46;48,6;28/11/2024 09:36;Sao Paulo;;
34,2;92700,03;799,22;46;39,94;28/11/2024 09:36;Sao Paulo;;
34,2;92707,2;798,58;46;62,59;28/11/2024 09:36;Sao Paulo;;
33,69;92677,42;801,24;43;462,1;28/11/2024 09:36;ABC;;
34,2;92696,62;799,53;46;61,64;28/11/2024 09:36;Sao Paulo;;
34,19;92705,17;798,76;46;62,27;28/11/2024 09:36;Sao Paulo;;
33,69;92679,4;801,07;43;480,28;28/11/2024 09:36;ABC;;
34,21;92703,78;798,89;46;50,75;28/11/2024 09:36;Sao Paulo;;
34,19;92704,83;798,79;46;62,27;28/11/2024 09:36;Sao Paulo;;
33,69;92679,06;801,1;43;471,13;28/11/2024 09:36;ABC;;
34,18;92708,27;798,49;46;35,95;28/11/2024 09:36;Sao Paulo;;
34,18;92708,95;798,43;46;47,03;28/11/2024 09:35;Sao Paulo;;
33,69;92679,16;801,09;43;462,1;28/11/2024 09:35;ABC;;
34,18;92705,54;798,73;46;53,83;28/11/2024 09:35;Sao Paulo;;
34,19;92707,88;798,52;46;47,03;28/11/2024 09:35;Sao Paulo;;
33,69;92675,05;801,46;43;463,9;28/11/2024 09:35;ABC;;
34,19;92707,22;798,58;46;51,03;28/11/2024 09:35;Sao Paulo;;
34,19;92707,56;798,55;46;62,59;28/11/2024 09:35;Sao Paulo;;
33,69;92676,56;801,32;43;458,53;28/11/2024 09:35;ABC;;
34,18;92706,91;798,61;46;38,58;28/11/2024 09:35;Sao Paulo;;
34,17;92702,64;798,99;46;44,74;28/11/2024 09:35;Sao Paulo;;
33,68;92675,11;801,45;43;442,71;28/11/2024 09:35;ABC;;
34,16;92708,46;798,47;46;47,03;28/11/2024 09:35;Sao Paulo;;
34,16;92702,14;799,03;46;50,21;28/11/2024 09:35;Sao Paulo;;
33,69;92677,34;801,25;43;458,53;28/11/2024 09:35;ABC;;
34,17;92703,34;798,93;46;60,39;28/11/2024 09:35;Sao Paulo;;
34,16;92701,98;799,05;46;61,96;28/11/2024 09:35;Sao Paulo;;
33,68;92676,72;801,31;43;453,21;28/11/2024 09:35;ABC;;
34,16;92705,73;798,71;46;44,74;28/11/2024 09:34;Sao Paulo;;
34,15;92710,36;798,3;46;35,53;28/11/2024 09:34;Sao Paulo;;
33,68;92680,83;800,94;43;460,32;28/11/2024 09:34;ABC;;
34,14;92710,73;798,27;46;32,66;28/11/2024 09:34;Sao Paulo;;
34,14;92710,22;798,31;46;61,33;28/11/2024 09:34;Sao Paulo;;
33,68;92675,28;801,43;43;474,77;28/11/2024 09:34;ABC;;
34,14;92709,36;798,39;46;59,77;28/11/2024 09:34;Sao Paulo;;
34,13;92706,12;798,68;46;44,24;28/11/2024 09:34;Sao Paulo;;
33,68;92672,59;801,67;43;446,19;28/11/2024 09:34;ABC;;
34,14;92700,15;799,21;46;63,88;28/11/2024 09:34;Sao Paulo;;
34,13;92701,69;799,08;46;61,33;28/11/2024 09:34;Sao Paulo;;
33,68;92672,44;801,69;43;449,69;28/11/2024 09:34;ABC;;
34,14;92703,05;798,95;46;41,1;28/11/2024 09:34;Sao Paulo;;
34,14;92703,39;798,92;46;35,74;28/11/2024 09:34;Sao Paulo;;
33,68;92671,75;801,75;43;451,45;28/11/2024 09:34;ABC;;
34,15;92704,39;798,83;46;43,99;28/11/2024 09:34;Sao Paulo;;
34,14;92702,54;799;46;41,1;28/11/2024 09:34;Sao Paulo;;
33,68;92674,25;801,53;43;435,81;28/11/2024 09:34;ABC;;
34,15;92706,95;798,6;46;61,96;28/11/2024 09:33;Sao Paulo;;
34,15;92706,24;798,67;46;61,01;28/11/2024 09:33;Sao Paulo;;
33,68;92672,37;801,7;43;472,95;28/11/2024 09:33;ABC;;
34,15;92708,66;798,45;46;61,33;28/11/2024 09:33;Sao Paulo;;
33,68;92675,35;801,43;43;451,45;28/11/2024 09:33;ABC;;
34,14;92716,53;797,75;46;61,33;28/11/2024 09:33;Sao Paulo;;
34,15;92713,09;798,06;46;73,07;28/11/2024 09:33;Sao Paulo;;
33,68;92670,31;801,88;43;460,32;28/11/2024 09:33;ABC;;
34,14;92712,61;798,1;46;39,26;28/11/2024 09:33;Sao Paulo;;
34,14;92718,23;797,6;46;45,74;28/11/2024 09:33;Sao Paulo;;
33,68;92674,94;801,47;43;471,13;28/11/2024 09:33;ABC;;
34,13;92707,31;798,57;46;45,24;28/11/2024 09:33;Sao Paulo;;
34,12;92711,45;798,2;46;59,16;28/11/2024 09:33;Sao Paulo;;
33,68;92674,55;801,5;43;456,75;28/11/2024 09:33;ABC;;
34,11;92709,58;798,37;46;61,01;28/11/2024 09:33;Sao Paulo;;
34,09;92710,11;798,32;46;60,7;28/11/2024 09:33;Sao Paulo;;
33,69;92676,59;801,32;43;458,53;28/11/2024 09:33;ABC;;
34,1;92709,58;798,37;46;34,69;28/11/2024 09:33;Sao Paulo;;
34,12;92710,77;798,26;46;46;28/11/2024 09:32;Sao Paulo;;
33,68;92677,39;801,25;43;454,98;28/11/2024 09:32;ABC;;
34,11;92706,16;798,67;46;44,74;28/11/2024 09:32;Sao Paulo;;
34,11;92709,41;798,39;46;56,45;28/11/2024 09:32;Sao Paulo;;
33,67;92671,88;801,74;43;456,75;28/11/2024 09:32;ABC;;
34,11;92711,45;798,28;46;43,26;28/11/2024 09:32;Sao Paulo;;
34,11;92702,41;799,01;46;44,49;28/11/2024 09:32;Sao Paulo;;
33,67;92672,73;801,66;43;451,45;28/11/2024 09:32;ABC;;
34,1;92703,95;798,87;46;34,07;28/11/2024 09:32;Sao Paulo;;
34,1;92701,22;799,12;46;34,48;28/11/2024 09:32;Sao Paulo;;
34,11;92708,89;798,43;46;33,26;28/11/2024 09:32;Sao Paulo;;
33,67;92672,39;801,69;43;471,13;28/11/2024 09:32;ABC;;
34,1;92713,66;798;46;39,48;28/11/2024 09:32;Sao Paulo;;
34,11;92710,77;798,23;46;43,75;28/11/2024 09:32;Sao Paulo;;
33,68;92674,99;801,46;43;453,21;28/11/2024 09:32;ABC;;
34,1;92713,33;798,03;46;60,08;28/11/2024 09:32;Sao Paulo;;
34,09;92712,33;798,12;46;60,7;28/11/2024 09:32;Sao Paulo;;
33,67;92675,81;801,39;43;451,45;28/11/2024 09:32;ABC;;
34,1;92704,8;798,8;46;45,74;28/11/2024 09:31;Sao Paulo;;
34,1;92709,74;798,36;46;59,46;28/11/2024 09:31;Sao Paulo;;
33,67;92673,59;801,59;43;465,7;28/11/2024 09:31;ABC;;
34,09;92711,47;798,2;46;43,75;28/11/2024 09:31;Sao Paulo;;
34,08;92715,59;797,83;46;68,53;28/11/2024 09:31;Sao Paulo;;
33,67;92676,15;801,36;43;478,44;28/11/2024 09:31;ABC;;
34,08;92713,2;798,05;46;57,04;28/11/2024 09:31;Sao Paulo;;
34,08;92710,81;798,26;46;56,74;28/11/2024 09:31;Sao Paulo;;
33,67;92671,83;801,71;43;471,13;28/11/2024 09:31;ABC;;
34,09;92707,89;798,52;46;60,08;28/11/2024 09:31;Sao Paulo;;
34,08;92704,33;798,84;46;81,62;28/11/2024 09:31;Sao Paulo;;
33,67;92671,94;801,73;43;476,6;28/11/2024 09:31;ABC;;
34,09;92705,87;798,7;46;33,66;28/11/2024 09:31;Sao Paulo;;
34,07;92712,86;798,08;46;60,39;28/11/2024 09:31;Sao Paulo;;
33,67;92667,14;802,16;43;471,13;28/11/2024 09:31;ABC;;
34,08;92712,01;798,15;46;44,99;28/11/2024 09:31;Sao Paulo;;
34,07;92715,78;797,82;46;44,74;28/11/2024 09:31;Sao Paulo;;
33,66;92669,94;801,91;43;474,77;28/11/2024 09:31;ABC;;
34,07;92709,64;798,36;46;59,77;28/11/2024 09:30;Sao Paulo;;
34,07;92706,58;798,64;45;59,16;28/11/2024 09:30;Sao Paulo;;
33,67;92671,08;801,81;43;463,9;28/11/2024 09:30;ABC;;
34,06;92702,13;799,04;46;45,74;28/11/2024 09:30;Sao Paulo;;
34,06;92699,91;799,23;46;59,77;28/11/2024 09:30;Sao Paulo;;
33,67;92673,64;801,58;43;485,84;28/11/2024 09:30;ABC;;
34,07;92703,3;798,93;45;42,77;28/11/2024 09:30;Sao Paulo;;
34,06;92699,06;799,31;46;30,52;28/11/2024 09:30;Sao Paulo;;
33,67;92674,84;801,47;43;474,77;28/11/2024 09:30;ABC;;
34,06;92697,7;799,43;45;41,34;28/11/2024 09:30;Sao Paulo;;
34,07;92703,67;798,9;45;44,74;28/11/2024 09:30;Sao Paulo;;
33,67;92671,38;801,78;43;462,1;28/11/2024 09:30;ABC;;
34,07;92707,08;798,59;45;59,16;28/11/2024 09:30;Sao Paulo;;
34,06;92705,89;798,7;45;59,77;28/11/2024 09:30;Sao Paulo;;
33,67;92675,48;801,42;43;458,53;28/11/2024 09:30;ABC;;
34,05;92707,61;798,55;45;43,75;28/11/2024 09:30;Sao Paulo;;
34,04;92702,86;798,97;45;69,9;28/11/2024 09:30;Sao Paulo;;
33,67;92677,53;801,23;43;487,7;28/11/2024 09:30;ABC;;
34,04;92706,61;798,64;45;38,8;28/11/2024 09:29;Sao Paulo;;
34,05;92706,25;798,67;45;44,74;28/11/2024 09:29;Sao Paulo;;
33,67;92675,83;801,39;43;482,13;28/11/2024 09:29;ABC;;
34,06;92705,72;798,52;45;43,5;28/11/2024 09:29;Sao Paulo;;
33,66;92674,56;801,5;43;465,7;28/11/2024 09:29;ABC;;
34,06;92703,33;798,93;45;55,27;28/11/2024 09:29;Sao Paulo;;
34,05;92703,86;798,88;45;58,85;28/11/2024 09:29;Sao Paulo;;
33,67;92677,06;801,28;43;476,6;28/11/2024 09:29;ABC;;
34,07;92700,26;799,2;45;58,55;28/11/2024 09:29;Sao Paulo;;
34,06;92701,63;799,08;45;32,06;28/11/2024 09:29;Sao Paulo;;
33,67;92678,22;801,17;43;485,84;28/11/2024 09:29;ABC;;
34,06;92698,2;799,39;45;38,8;28/11/2024 09:29;Sao Paulo;;
34,06;92698,55;799,36;45;47,55;28/11/2024 09:29;Sao Paulo;;
33,66;92675,55;801,41;43;478,44;28/11/2024 09:29;ABC;;
34,06;92700,59;799,17;45;41,1;28/11/2024 09:29;Sao Paulo;;
34,05;92699,42;799,28;45;54,41;28/11/2024 09:29;Sao Paulo;;
33,66;92676,57;801,32;43;483,98;28/11/2024 09:29;ABC;;
34,07;92704,5;798,82;45;58,55;28/11/2024 09:29;Sao Paulo;;
34,06;92703,5;798,91;45;54,98;28/11/2024 09:28;Sao Paulo;;
33,67;92676,21;801,35;43;478,44;28/11/2024 09:28;ABC;;
34,05;92701,3;799,11;45;40,87;28/11/2024 09:28;Sao Paulo;;
34,07;92702,48;799;45;39,71;28/11/2024 09:28;Sao Paulo;;
33,67;92674,29;801,52;43;482,13;28/11/2024 09:28;ABC;;
34,08;92706,38;798,66;45;40,4;28/11/2024 09:28;Sao Paulo;;
34,07;92703,3;798,93;45;51,3;28/11/2024 09:28;Sao Paulo;;
33,66;92672,5;801,68;43;483,98;28/11/2024 09:28;ABC;;
34,08;92708,77;798,44;45;54,41;28/11/2024 09:28;Sao Paulo;;
34,07;92708,59;798,46;45;42,05;28/11/2024 09:28;Sao Paulo;;
34,07;92707,42;798,56;45;56,45;28/11/2024 09:28;Sao Paulo;;
33,66;92670,45;801,87;43;474,77;28/11/2024 09:28;ABC;;
34,08;92710,64;798,28;45;43,75;28/11/2024 09:28;Sao Paulo;;
34,08;92709,79;798,31;45;32,46;28/11/2024 09:28;Sao Paulo;;
33,66;92673,36;801,61;43;478,44;28/11/2024 09:28;ABC;;
34,07;92704,84;798,79;45;28,67;28/11/2024 09:28;Sao Paulo;;
34,07;92707,06;798,59;45;43,26;28/11/2024 09:28;Sao Paulo;;
33,66;92676,39;801,34;43;472,95;28/11/2024 09:28;ABC;;
34,08;92708,94;798,43;45;56,74;28/11/2024 09:27;Sao Paulo;;
34,07;92708,59;798,46;45;54,98;28/11/2024 09:27;Sao Paulo;;
33,66;92674,17;801,53;43;474,77;28/11/2024 09:27;ABC;;
34,07;92703,64;798,9;45;54,41;28/11/2024 09:27;Sao Paulo;;
34,07;92708,28;798,49;45;56,74;28/11/2024 09:27;Sao Paulo;;
33,66;92678,41;801,16;43;478,44;28/11/2024 09:27;ABC;;
34,06;92708,96;798,43;45;43,75;28/11/2024 09:27;Sao Paulo;;
34,05;92707,62;798,54;45;44,49;28/11/2024 09:27;Sao Paulo;;
33,66;92673,31;801,61;43;480,28;28/11/2024 09:27;ABC;;
34,06;92705,55;798,73;45;54,12;28/11/2024 09:27;Sao Paulo;;
34,07;92709,11;798,41;45;44,99;28/11/2024 09:27;Sao Paulo;;
33,66;92675,88;801,38;43;485,84;28/11/2024 09:27;ABC;;
34,06;92706,57;798,64;45;61,01;28/11/2024 09:27;Sao Paulo;;
34,08;92712,34;798,12;45;57,34;28/11/2024 09:27;Sao Paulo;;
33,66;92676,78;801,3;43;483,98;28/11/2024 09:27;ABC;;
34,08;92715,93;797,8;45;56,74;28/11/2024 09:27;Sao Paulo;;
34,1;92713,67;798;45;42,53;28/11/2024 09:27;Sao Paulo;;
33,66;92678,32;801,16;43;478,44;28/11/2024 09:27;ABC;;
34,07;92710,47;798,29;45;37,91;28/11/2024 09:26;Sao Paulo;;
34,06;92710,16;798,32;45;35,74;28/11/2024 09:26;Sao Paulo;;
33,66;92675,58;801,41;43;463,9;28/11/2024 09:26;ABC;;
34,07;92708,96;798,43;45;54,98;28/11/2024 09:26;Sao Paulo;;
34,05;92709,49;798,38;45;53,55;28/11/2024 09:26;Sao Paulo;;
33,66;92675,75;801,39;43;485,84;28/11/2024 09:26;ABC;;
34,03;92709,17;798,41;45;54,69;28/11/2024 09:26;Sao Paulo;;
34,04;92715,31;797,86;45;56,74;28/11/2024 09:26;Sao Paulo;;
33,67;92668,98;802;43;493,32;28/11/2024 09:26;ABC;;
34,04;92714,63;797,92;45;43,75;28/11/2024 09:26;Sao Paulo;;
34,04;92715,66;797,83;45;40,4;28/11/2024 09:26;Sao Paulo;;
33,67;92672,92;801,65;43;483,98;28/11/2024 09:26;ABC;;
34,02;92716,36;797,76;45;39,26;28/11/2024 09:26;Sao Paulo;;
34,02;92708,37;798,48;45;39,26;28/11/2024 09:26;Sao Paulo;;
33,66;92668,02;802,08;43;483,98;28/11/2024 09:26;ABC;;
34,01;92708,7;798,45;45;56,74;28/11/2024 09:26;Sao Paulo;;
34,01;92707,17;798,59;45;56,74;28/11/2024 09:26;Sao Paulo;;
33,66;92672,42;801,69;43;482,13;28/11/2024 09:26;ABC;;
34,03;92712,07;798,15;45;28,13;28/11/2024 09:25;Sao Paulo;;
34,03;92707,98;798,51;45;33,66;28/11/2024 09:25;Sao Paulo;;
33,66;92676,05;801,37;43;489,57;28/11/2024 09:25;ABC;;
34,04;92709,52;798,38;45;29,03;28/11/2024 09:25;Sao Paulo;;
33,66;92670,75;801,84;43;483,98;28/11/2024 09:25;ABC;;
34,05;92707,27;798,58;45;29,77;28/11/2024 09:25;Sao Paulo;;
34,02;92709,53;798,37;45;41,81;28/11/2024 09:25;Sao Paulo;;
33,66;92672,77;801,66;43;483,98;28/11/2024 09:25;ABC;;
34,02;92712,78;798,08;45;42,77;28/11/2024 09:25;Sao Paulo;;
34,03;92706,95;798,6;45;54,98;28/11/2024 09:25;Sao Paulo;;
33,66;92679,09;801,09;43;482,13;28/11/2024 09:25;ABC;;
34,02;92706,61;798,64;45;54,98;28/11/2024 09:25;Sao Paulo;;
34,05;92712,05;798,15;45;33,06;28/11/2024 09:25;Sao Paulo;;
33,66;92677,66;801,22;43;485,84;28/11/2024 09:25;ABC;;
34,04;92711,91;798,16;45;33,46;28/11/2024 09:25;Sao Paulo;;
34,03;92715,14;797,87;45;39,94;28/11/2024 09:25;Sao Paulo;;
33,66;92676,36;801,34;43;487,7;28/11/2024 09:25;ABC;;
34,03;92713,95;797,98;45;30,14;28/11/2024 09:25;Sao Paulo;;
34,04;92710,88;798,25;45;49,94;28/11/2024 09:24;Sao Paulo;;
33,65;92674,7;801,49;43;483,98;28/11/2024 09:24;ABC;;
34,03;92713,61;798,01;45;43,99;28/11/2024 09:24;Sao Paulo;;
34,04;92717,88;797,63;45;29,4;28/11/2024 09:24;Sao Paulo;;
33,66;92676,23;801,35;43;480,28;28/11/2024 09:24;ABC;;
34,05;92717,68;797,65;45;58,85;28/11/2024 09:24;Sao Paulo;;
34,06;92713,73;798;45;29,4;28/11/2024 09:24;Sao Paulo;;
33,65;92673,84;801,56;43;480,28;28/11/2024 09:24;ABC;;
34,06;92715,95;797,8;45;47,81;28/11/2024 09:24;Sao Paulo;;
34,05;92717,17;797,69;45;39,71;28/11/2024 09:24;Sao Paulo;;
34,05;92717,84;797,63;45;54,69;28/11/2024 09:24;Sao Paulo;;
33,66;92674,13;801,54;43;489,57;28/11/2024 09:24;ABC;;
